Name,Image,Buy,Sell,HHA Base Points,Color 1,Color 2,Size,Source,Source Notes,Season/Event,Season/Event Exclusive,Catalog,Version Added,Unlocked?,Filename,Internal ID,Unique Entry ID
Miranda's poster,#REF!,1000,250,251,Pink,Aqua,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlDuk12,10443,3jAJ84iWwQgDZuowy
Mitzi's poster,#REF!,1000,250,251,Blue,Red,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlCat01,10784,Gzbym5uhofgDe5vcb
Moe's poster,#REF!,1000,250,251,Blue,Green,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlCat08,10791,NJimB4NJGeZvqduBS
Molly's poster,#REF!,1000,250,251,Beige,Aqua,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlDuk16,10329,insQsxRd2CxfM4Bwn
Monique's poster,#REF!,1000,250,251,Beige,Red,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlCat11,10820,fk94HYBhoFD43dyg6
Monty's poster,#REF!,1000,250,251,Gray,Pink,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlMnk04,10494,oB66Qn8dJXynGwSq2
Moose's poster,#REF!,1000,250,251,Gray,Yellow,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlMus14,10387,NffRTDwwk9ZgHxPfr
Mott's poster,#REF!,1000,250,251,Yellow,Brown,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlLon06,10525,8D7rDprK2wPhDrqXX
Muffy's poster,#REF!,1000,250,251,Purple,Black,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlShp12,10320,nSY846smvcW8njJWb
Murphy's poster,#REF!,1000,250,251,Green,Brown,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlCbr07,10624,sAN9iY3CkvTgBZNSf
My Melody poster,#REF!,1000,250,251,Pink,Pink,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlDer10,11125,NkGhj9wEKEz9WDn4r
Nan's poster,#REF!,1000,250,251,Black,Pink,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlGoa01,10397,kDef5hy9Jwpp78TwA
Nana's poster,#REF!,1000,250,251,Pink,Beige,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlMnk01,10371,wXtLJdh96jjfk3qAr
Naomi's poster,#REF!,1000,250,251,Blue,Pink,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlCow07,10551,CYQTwqw2jD7m4hqDo
Nat's poster,#REF!,1000,250,251,Green,Green,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo",NA,NA,For sale,1.0.0,Yes,PosterNpcSpChm,10344,GatATgRPew2fbhLqZ
Nate's poster,#REF!,1000,250,251,Green,Aqua,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlBea05,10821,3ba3633qemEjrp6Gr
Nibbles's poster,#REF!,1000,250,251,Green,Pink,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlSqu04,10584,dh87Y3CghjDFEyC5g
Niko's poster,#REF!,1000,250,251,White,Red,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo",NA,NA,For sale,2.0.0,Yes,PosterNpcSpMnc,13055,4W3hte2gmN5g2Bge5
Norma's poster,#REF!,1000,250,251,Aqua,Pink,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlCow06,10642,TnzkjhqiNBJNt52fB
O'Hare's poster,#REF!,1000,250,251,Brown,Blue,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlRbt15,10595,69E4TGxBfYuFSZ3HW
Octavian's poster,#REF!,1000,250,251,Red,Colorful,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlOcp00,10662,xt366zvNGkh9k8RRq
Olaf's poster,#REF!,1000,250,251,Brown,Black,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlAnt09,10801,rQRn8zwk8TYt74wEj
Olive's poster,#REF!,1000,250,251,Gray,Green,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlCbr09,10646,QbAbpgX27ZiwGpHfg
Olivia's poster,#REF!,1000,250,251,White,Black,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlCat03,10774,BJ36te5Fi3TLg7up8
Opal's poster,#REF!,1000,250,251,Green,Brown,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlElp00,10667,pfSG4h38oqXXjX75y
Orville's poster,#REF!,1000,250,251,Aqua,Yellow,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo",NA,NA,For sale,2.0.0,Yes,PosterNpcSpDod,14862,gvNPqaL3YSDavp38Z
Ozzie's poster,#REF!,1000,250,251,Beige,Red,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlKal05,10349,Bxtk7wH46nTdfoDm2
Pancetti's poster,#REF!,1000,250,251,Brown,Yellow,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlPig16,10314,cqmJyPDrG3zphjDmw
Pango's poster,#REF!,1000,250,251,Green,Beige,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlAnt02,10420,T74Khp6MHyMZz7wQR
Paolo's poster,#REF!,1000,250,251,Pink,Yellow,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlElp05,10607,9RXWnBpXqP69P29Am
Papi's poster,#REF!,1000,250,251,White,Aqua,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlHrs12,10564,gFuSpPgzK3qhRxpMd
Pascal's poster,#REF!,1000,250,251,Red,Aqua,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo",NA,NA,For sale,1.0.0,Yes,PosterNpcSpSeo,10785,s9gsDeXpBZko5dC7N
Pashmina's poster,#REF!,1000,250,251,Orange,Beige,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlGoa08,10537,EoFDGNWh6MQ3fQk8x
Pate's poster,#REF!,1000,250,251,Aqua,Red,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlDuk02,10361,BCSDAP6Thy2j27rWW
Patty's poster,#REF!,1000,250,251,Brown,Aqua,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlCow00,10656,9Stwami7PmDiaDtXv
Paula's poster,#REF!,1000,250,251,Beige,Pink,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlBea10,10783,Xys5WuR7EDrCAkse9
Pavé's poster,#REF!,1000,250,251,Aqua,Pink,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo",NA,NA,For sale,1.0.0,Yes,PosterNpcSpPck,10520,DrPiaDYcC2uPzdFei
Peaches's poster,#REF!,1000,250,251,Pink,Aqua,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlHrs08,10531,ngwv63CtqKcs8Kg7b
Peanut's poster,#REF!,1000,250,251,Pink,Yellow,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlSqu00,10325,MnZfv6fnwEvz3sZ99
Pecan's poster,#REF!,1000,250,251,Brown,Purple,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlSqu03,10409,RhbivX9ib8qNhm8c2
Peck's poster,#REF!,1000,250,251,Brown,Black,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlBrd17,10372,EaufFcRYaYiRuXW2T
Peewee's poster,#REF!,1000,250,251,Black,Orange,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlGor01,10552,4FNjRX8d3sJHbZNtH
Peggy's poster,#REF!,1000,250,251,Beige,Red,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlPig11,10571,7mnXGKHRhZ3tERd83
Pekoe's poster,#REF!,1000,250,251,Beige,Yellow,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlCbr14,10390,hy3xDEftPwdwtewzn
Pelly's poster,#REF!,1000,250,251,White,Red,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo",NA,NA,For sale,1.0.0,Yes,PosterNpcSpPlk,10429,rx7vSdNA8cptMnTKt
Penelope's poster,#REF!,1000,250,251,Pink,Blue,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlMus17,10533,doWPazS5bS3wBFgGY
Pete's poster,#REF!,1000,250,251,Green,Red,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo",NA,NA,For sale,1.0.0,Yes,PosterNpcSpPlo,10780,iqAmPpqw5nTuuxBA2
Petri's poster,#REF!,1000,250,251,Gray,Black,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,2.0.0,Yes,PosterNpcNmlMus19,13049,nnt6mgYzX9LCyo4yN
Phil's poster,#REF!,1000,250,251,Purple,Brown,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlOst07,10673,2tD5bDewsDvAr8paW
Phineas's poster,#REF!,1000,250,251,Beige,Green,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo",NA,NA,For sale,1.0.0,Yes,PosterNpcSpFsl,10796,dFmiXS9mNaiWGtraj
Phoebe's poster,#REF!,1000,250,251,Red,Yellow,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlOst10,10365,b5BRkBoBabQWQfDFB
Phyllis's poster,#REF!,1000,250,251,Purple,Red,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo",NA,NA,For sale,1.0.0,Yes,PosterNpcSpPlm,10431,EDke5sFz22n6piqGc
Pierce's poster,#REF!,1000,250,251,Aqua,Beige,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlPbr02,10542,q57YsxdMrBCg9dqih
Pietro's poster,#REF!,1000,250,251,Colorful,Beige,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlShp13,10562,usRJPn5nKEnttEiEA
Pinky's poster,#REF!,1000,250,251,Pink,Red,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlBea01,10798,mF7EBZdy7jHJEuxdy
Piper's poster,#REF!,1000,250,251,White,Green,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlBrd05,10810,tJZikjCbpYe3qudyM
Pippy's poster,#REF!,1000,250,251,Beige,Red,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlRbt06,10484,r3nnNRwtnx4Ph3JRg
Plucky's poster,#REF!,1000,250,251,Brown,Aqua,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlChn10,10626,DXzghL3rjAHowzXv5
Pompom's poster,#REF!,1000,250,251,White,Pink,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlDuk05,10577,CjL8Pai95uENFwfvE
Pompompurin poster,#REF!,1000,250,251,Yellow,Brown,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlCbr18,11122,4mfRv2QWJ4fdX5ffm
Poncho's poster,#REF!,1000,250,251,Blue,Green,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlCbr02,10347,axATkjYgRYfJayEco
Poppy's poster,#REF!,1000,250,251,Red,Aqua,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlSqu15,10668,FNNpWdBszy5ehyWkh
Porter's poster,#REF!,1000,250,251,Beige,Blue,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo",NA,NA,For sale,1.0.0,Yes,PosterNpcSpMnk,10339,gqADp6MHop7Y5re8B
Portia's poster,#REF!,1000,250,251,White,Purple,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlDog05,10550,hYpzBnyy6CvMP2YYn
Prince's poster,#REF!,1000,250,251,Green,Aqua,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlFlg12,10360,68H5r3uMwggsc2kmJ
Puck's poster,#REF!,1000,250,251,Blue,White,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlPgn06,10660,6Se2MqCNcHdGWqeC5
Puddles's poster,#REF!,1000,250,251,Pink,Green,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlFlg06,10556,tunDgBMtwSifLLdN3
Pudge's poster,#REF!,1000,250,251,Orange,Green,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlCbr03,10676,dDSKfTya3QTyh8Gjy
Punchy's poster,#REF!,1000,250,251,Black,White,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlCat06,10819,3r4vhGwkYtLyEqwJA
Purrl's poster,#REF!,1000,250,251,Beige,Brown,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlCat07,10802,BjNrvZWnP5PC6iNLH
Queenie's poster,#REF!,1000,250,251,Purple,Beige,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlOst00,10543,n3Gdn5yw4h82w5op8
Quillson's poster,#REF!,1000,250,251,Green,Gray,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlDuk17,10658,6YBcYo6SHaAauLbig
Quinn's poster,#REF!,1000,250,251,Purple,White,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,2.0.0,Yes,PosterNpcNmlPbr10,13050,sZSyK6oJafdoQPuYT
Raddle's poster,#REF!,1000,250,251,Black,Yellow,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlFlg15,10629,MeqY2RNGciids5NpS
Rasher's poster,#REF!,1000,250,251,Red,Blue,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlPig02,10625,nrLJn9e3mYfWpDBEJ
Raymond's poster,#REF!,1000,250,251,Gray,Beige,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlCat23,10861,dgpJWYgReKo6wz4ze
Redd's poster,#REF!,1000,250,251,Orange,Green,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo",NA,NA,For sale,1.0.0,Yes,PosterNpcSpFox,10471,Qcucx9kPNCvZi3rgn
Reese's poster,#REF!,1000,250,251,Pink,Red,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo",NA,NA,For sale,1.0.0,Yes,PosterNpcSpAlw,10772,MHeBTtcqpeMayYKRP
Renée's poster,#REF!,1000,250,251,Pink,White,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlRhn08,10599,99uKcRHczGSMYQyKR
Reneigh's poster,#REF!,1000,250,251,Black,Blue,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlHrs16,10857,j2Wy2BRT84wYdjwRq
Resetti's poster,#REF!,1000,250,251,Brown,Aqua,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo",NA,NA,For sale,1.0.0,Yes,PosterNpcSpMol,10313,7Jx8EuSDuPkB7dGRe
Rex's poster,#REF!,1000,250,251,Brown,Aqua,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlLon02,10618,pbnFnNJW6Skb7ApeN
Rhonda's poster,#REF!,1000,250,251,White,Purple,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlRhn01,10383,rDPrwQyncvtAkXSaW
Ribbot's poster,#REF!,1000,250,251,Gray,Yellow,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlFlg01,10572,4Zx8Z4oBos9JWo2Nk
Ricky's poster,#REF!,1000,250,251,Orange,Blue,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlSqu10,10458,8g74W8PLgPxTjHQfC
Rilla's poster,#REF!,1000,250,251,Blue,Red,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.9.0,Yes,PosterNpcNmlGor11_2,13033,vJuhaDKmtTLaYBwjC
Rio's poster,#REF!,1000,250,251,Red,Green,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,2.0.0,Yes,PosterNpcNmlOst04,13040,rADzRadhWX9dCfGNX
Rizzo's poster,#REF!,1000,250,251,Purple,Blue,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlMus09,10581,2Wfu27tu8sW7yhtXh
Roald's poster,#REF!,1000,250,251,Blue,Red,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlPgn01,10328,2JqzTaAK3zFcYXsmd
Robin's poster,#REF!,1000,250,251,Blue,Yellow,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlBrd01,10809,fkMnRaekK68Dkb82F
Rocco's poster,#REF!,1000,250,251,Green,Black,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlHip00,10527,GFFmrGWEBDXG9J828
Rocket's poster,#REF!,1000,250,251,Pink,Aqua,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlGor09,10427,oK3iva4CM3NjutKsv
Rod's poster,#REF!,1000,250,251,Purple,Aqua,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlMus05,10566,vj7Kd8rRxkczdCxd8
Rodeo's poster,#REF!,1000,250,251,Gray,Black,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlBul01,10446,GoRjEdZ8NAYvJgLCx
Rodney's poster,#REF!,1000,250,251,Aqua,Beige,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlHam03,10375,8eytJgiTY3dfE3fET
Rolf's poster,#REF!,1000,250,251,White,Blue,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlTig00,10509,LSD8WgchGo9wgNK3J
Rooney's poster,#REF!,1000,250,251,Aqua,Black,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",NA,NA,For sale,1.0.0,Yes,PosterNpcNmlKgr09,10487,dhMJ7rW6LBEJSjMLL
