Name,Closet Image,Storage Image,Variation,DIY,Buy,Sell,HHA Base Points,Color 1,Color 2,Size,Exchange Price,Exchange Currency,Source,Source Notes,Season/Event,Season/Event Exclusive,Seasonal Availability,Seasonality,Mannequin Season,Gender,Villager Gender,Style 1,Style 2,Label Themes,Sort Order,Type,Villager Equippable,Catalog,Version Added,Unlocked?,Filename,ClothGroup ID,Internal ID,Unique Entry ID
skateboarding helmet,#REF!,#REF!,Orange,No,880,220,51,Orange,Orange,1x1,790,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Active,Active,sporty,3,HeadCap,Yes,For sale,1.0.0,Yes,CapHatSkate0,1114,9863,3kRAKsgGyr38iCCk5
skateboarding helmet,#REF!,#REF!,Olive,No,880,220,51,Green,Green,1x1,790,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Active,Active,sporty,4,HeadCap,Yes,For sale,1.0.0,Yes,CapHatSkate1,1114,12048,ScBrRq96c3DkcRGTW
skateboarding helmet,#REF!,#REF!,Light blue,No,880,220,51,Aqua,Aqua,1x1,790,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Active,Active,sporty,5,HeadCap,Yes,For sale,1.0.0,Yes,CapHatSkate4,1114,12051,N8xLFFhnWd9dPNL4P
skeleton hood,#REF!,#REF!,NA,No,1400,350,51,Gray,Gray,1x1,1300,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cool,Cool,fairy tale; goth; theatrical,1,Headgear_NoEarNoJaw,No,For sale,1.0.0,Yes,CapCostumeSkullWhite,680,5328,QypAPiQ8g9ALJ5sZ2
ski mask,#REF!,#REF!,Black,No,560,140,51,Black,Black,1x1,500,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Cool,Active,goth,1,HeadFullFace,No,For sale,1.0.0,Yes,CapFullfaceFaceknit1,679,10826,ogspBj87pEQMkarDs
ski mask,#REF!,#REF!,Red,No,560,140,51,Red,Red,1x1,500,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Cool,Active,goth,2,HeadFullFace,No,For sale,1.0.0,Yes,CapFullfaceFaceknit3,679,10828,67NFw4hCiQh949CX5
ski mask,#REF!,#REF!,Lime,No,560,140,51,Yellow,Yellow,1x1,500,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Cool,Active,goth,3,HeadFullFace,No,For sale,1.0.0,Yes,CapFullfaceFaceknit2,679,10827,3qjyhB6NyeDpHHTk8
ski mask,#REF!,#REF!,Green,No,560,140,51,Green,Green,1x1,500,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Cool,Active,goth,4,HeadFullFace,No,For sale,1.0.0,Yes,CapFullfaceFaceknit0,679,5327,XchdHLkJEuMNpTtS6
ski mask,#REF!,#REF!,Blue,No,560,140,51,Blue,Blue,1x1,500,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Cool,Active,goth,5,HeadFullFace,No,For sale,1.0.0,Yes,CapFullfaceFaceknit4,679,10829,Hfs3utBiDRksPaTjp
sky-egg shell,#REF!,#REF!,NA,Yes,NFS,800,351,Aqua,Red,1x1,NA,NA,Crafting,,Bunny Day (days before); Bunny Day,Yes,All Year,All Year,NA,Free,Free,Active,Cute,fairy tale; party; theatrical,1,HeadCap,Yes,Not for sale,1.1.0,Yes,CapHatEggsky0,1199,12443,gx5CGMFvPAuqsgYye
small silk hat,#REF!,#REF!,Black,No,1820,455,51,Black,White,1x1,1600,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cute,Elegant,formal; party; theatrical,1,HeadHairOrnament_Left,Yes,For sale,1.0.0,Yes,CapOrnamentLMinisilkhat1,955,11057,KqxGXsprWBskSFuFE
small silk hat,#REF!,#REF!,Red,No,1820,455,51,Red,Black,1x1,1600,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,Winter,Free,Free,Cute,Elegant,formal; party; theatrical,2,HeadHairOrnament_Left,Yes,For sale,1.0.0,Yes,CapOrnamentLMinisilkhat2,955,11058,RteWrMv6hArJmtuQp
small silk hat,#REF!,#REF!,Purple,No,1820,455,51,Purple,Purple,1x1,1600,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cute,Elegant,formal; party; theatrical,3,HeadHairOrnament_Left,Yes,For sale,1.0.0,Yes,CapOrnamentLMinisilkhat0,955,7286,QTsXxAtuzdaCEe22Q
snowperson head,#REF!,#REF!,NA,Yes,NFS,7000,444,White,Orange,1x1,NA,NA,Crafting,,snowflakes,Yes,Winter,Winter,NA,Free,Free,Cute,Cute,fairy tale; party; theatrical,1,Headgear_NoEarNoJaw,No,Not for sale,1.0.0,Yes,CapCostumeSnowball0,1040,8609,GqFZJ5PfCqn93XvrQ
snowy knit cap,#REF!,#REF!,White,No,700,175,51,White,Gray,1x1,630,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Winter,NA,Free,Free,Simple,Cute,everyday; outdoorsy,1,HeadCap,Yes,For sale,1.0.0,Yes,CapHatSnowknit7,724,10956,AMEAt7bNv2FKkuErK
snowy knit cap,#REF!,#REF!,Black,No,700,175,51,Black,White,1x1,630,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Winter,NA,Free,Free,Simple,Cute,everyday; outdoorsy,2,HeadCap,Yes,For sale,1.0.0,Yes,CapHatSnowknit1,724,10950,Aci2hRSoLELPTmcfZ
snowy knit cap,#REF!,#REF!,Red,No,700,175,51,Red,White,1x1,630,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Winter,Winter,Free,Free,Simple,Cute,everyday; outdoorsy,3,HeadCap,Yes,For sale,1.0.0,Yes,CapHatSnowknit6,724,10955,a6SPpkGN522Q594Go
snowy knit cap,#REF!,#REF!,Pink,No,700,175,51,Pink,White,1x1,630,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Winter,NA,Free,Free,Simple,Cute,everyday; outdoorsy,4,HeadCap,Yes,For sale,1.0.0,Yes,CapHatSnowknit3,724,10952,mF9w5Xb2ZwWYCuQeE
snowy knit cap,#REF!,#REF!,Orange,No,700,175,51,Orange,White,1x1,630,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Winter,NA,Free,Free,Simple,Cute,everyday; outdoorsy,5,HeadCap,Yes,For sale,1.0.0,Yes,CapHatSnowknit5,724,10954,kKnRd3kW3MNmyPC7s
snowy knit cap,#REF!,#REF!,Green,No,700,175,51,Green,White,1x1,630,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Winter,NA,Free,Free,Simple,Cute,everyday; outdoorsy,6,HeadCap,Yes,For sale,1.0.0,Yes,CapHatSnowknit4,724,10953,3rJbwrvpBYreKNa2g
snowy knit cap,#REF!,#REF!,Blue,No,700,175,51,Blue,White,1x1,630,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Winter,Winter,Free,Free,Simple,Cute,everyday; outdoorsy,7,HeadCap,Yes,For sale,1.0.0,Yes,CapHatSnowknit0,724,5408,AB966jKFh6pjSggnF
snowy knit cap,#REF!,#REF!,Brown,No,700,175,51,Brown,White,1x1,630,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Winter,NA,Free,Free,Simple,Cute,everyday; outdoorsy,8,HeadCap,Yes,For sale,1.0.0,Yes,CapHatSnowknit2,724,10951,MAniJeYM33ThMatzJ
soft-serve hat,#REF!,#REF!,Vanilla,No,630,157,51,White,White,1x1,570,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cute,Cute,fairy tale; party; theatrical,1,HeadCap,Yes,For sale,1.0.0,Yes,CapHatIcecream0,951,6998,jqpTmDvBaG4prYPDn
soft-serve hat,#REF!,#REF!,Black sesame,No,630,157,51,Black,Black,1x1,570,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cute,Cute,fairy tale; party; theatrical,2,HeadCap,Yes,For sale,1.0.0,Yes,CapHatIcecream7,951,10841,SKNM9PN6Zf5sY3ydD
soft-serve hat,#REF!,#REF!,Strawberry,No,630,157,51,Pink,Pink,1x1,570,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cute,Cute,fairy tale; party; theatrical,3,HeadCap,Yes,For sale,1.0.0,Yes,CapHatIcecream3,951,10837,MsR4jMTnbtnrhya9C
soft-serve hat,#REF!,#REF!,Gold leaf,No,630,157,51,Yellow,Yellow,1x1,570,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cute,Cute,fairy tale; party; theatrical,4,HeadCap,Yes,For sale,1.0.0,Yes,CapHatIcecream2,951,10836,nKHTeWb7yBHnckSXJ
soft-serve hat,#REF!,#REF!,Green tea,No,630,157,51,Green,Green,1x1,570,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cute,Cute,fairy tale; party; theatrical,5,HeadCap,Yes,For sale,1.0.0,Yes,CapHatIcecream4,951,10838,PPyYhSmHXc3PJroiL
soft-serve hat,#REF!,#REF!,Pale sky,No,630,157,51,Aqua,Aqua,1x1,570,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cute,Cute,fairy tale; party; theatrical,6,HeadCap,Yes,For sale,1.0.0,Yes,CapHatIcecream5,951,10839,gvf3HCe3WiesRHrCt
soft-serve hat,#REF!,#REF!,Purple sweet potato,No,630,157,51,Purple,Purple,1x1,570,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cute,Cute,fairy tale; party; theatrical,7,HeadCap,Yes,For sale,1.0.0,Yes,CapHatIcecream6,951,10840,q8Nm5HsAo9q7NYG3F
soft-serve hat,#REF!,#REF!,Chocolate,No,630,157,51,Brown,Brown,1x1,570,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cute,Cute,fairy tale; party; theatrical,8,HeadCap,Yes,For sale,1.0.0,Yes,CapHatIcecream1,951,10835,M54jLyHnF35q35mq2
sombrero,#REF!,#REF!,Red,No,NFS,500,451,Red,Yellow,1x1,NA,NA,Gulliver,,NA,NA,All Year,All Year,NA,Free,Free,Active,Active,formal; party; theatrical,1,HeadCap,Yes,Not for sale,1.0.0,Yes,CapHatSombrero5,589,10872,Ds5rhcNjFXAhWqY37
sombrero,#REF!,#REF!,Orange,No,NFS,500,451,Orange,Blue,1x1,NA,NA,Gulliver,,NA,NA,All Year,All Year,NA,Free,Free,Active,Active,formal; party; theatrical,2,HeadCap,Yes,Not for sale,1.0.0,Yes,CapHatSombrero7,589,10874,FBYkFcvhkWottMJHD
sombrero,#REF!,#REF!,Green,No,NFS,500,451,Green,Orange,1x1,NA,NA,Gulliver,,NA,NA,All Year,All Year,NA,Free,Free,Active,Active,formal; party; theatrical,3,HeadCap,Yes,Not for sale,1.0.0,Yes,CapHatSombrero3,589,10870,ZEDjFRuMW9NjjPJxF
sombrero,#REF!,#REF!,Navy blue,No,NFS,500,451,Blue,Red,1x1,NA,NA,Gulliver,,NA,NA,All Year,All Year,NA,Free,Free,Active,Active,formal; party; theatrical,4,HeadCap,Yes,Not for sale,1.0.0,Yes,CapHatSombrero2,589,10869,vJLJ9MuDhz8XCubPc
sombrero,#REF!,#REF!,Blue,No,NFS,500,451,Blue,Green,1x1,NA,NA,Gulliver,,NA,NA,All Year,All Year,NA,Free,Free,Active,Active,formal; party; theatrical,5,HeadCap,Yes,Not for sale,1.0.0,Yes,CapHatSombrero6,589,10873,dXo753eoQjnH3aJYp
sombrero,#REF!,#REF!,Natural & red,No,NFS,500,451,Beige,Red,1x1,NA,NA,Gulliver,,NA,NA,All Year,All Year,NA,Free,Free,Active,Active,formal; party; theatrical,6,HeadCap,Yes,Not for sale,1.0.0,Yes,CapHatSombrero0,589,5138,bhiup2unfD28DQY39
sombrero,#REF!,#REF!,White,No,NFS,500,451,Beige,Yellow,1x1,NA,NA,Gulliver,,NA,NA,All Year,All Year,NA,Free,Free,Active,Active,formal; party; theatrical,7,HeadCap,Yes,Not for sale,1.0.0,Yes,CapHatSombrero4,589,10871,Zo847tN5m4B54M33D
sombrero,#REF!,#REF!,Natural & green,No,NFS,500,451,Beige,Green,1x1,NA,NA,Gulliver,,NA,NA,All Year,All Year,NA,Free,Free,Active,Active,formal; party; theatrical,8,HeadCap,Yes,Not for sale,1.0.0,Yes,CapHatSombrero1,589,10868,Y8aKytTopgxHroKA5
space helmet,#REF!,#REF!,NA,No,4300,1075,51,White,White,1x1,3900,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Active,Active,work,1,HeadFullFace,No,For sale,1.0.0,Yes,CapFullfaceAstronautWhite,717,5394,4iAdswfjHr2WDddrj
sports cap,#REF!,#REF!,White & red,No,560,140,51,White,Red,1x1,500,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Simple,Active,sporty,1,HeadCap,Yes,For sale,1.0.0,Yes,CapHatSports1,664,11528,mLrPan5QQTWKmtHmB
sports cap,#REF!,#REF!,White & blue,No,560,140,51,White,Blue,1x1,500,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Simple,Active,sporty,2,HeadCap,Yes,For sale,1.0.0,Yes,CapHatSports3,664,11530,k7HjoZFMCni8ruaaa
sports cap,#REF!,#REF!,Red,No,560,140,51,Red,White,1x1,500,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Simple,Active,sporty,3,HeadCap,Yes,For sale,1.0.0,Yes,CapHatSports0,664,5305,NcyfadoSKrXEfgHC2
sports cap,#REF!,#REF!,Blue,No,560,140,51,Blue,White,1x1,500,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Simple,Active,sporty,4,HeadCap,Yes,For sale,1.0.0,Yes,CapHatSports2,664,11529,KZRoEWu5C87p5v6bw
stagehand hat,#REF!,#REF!,NA,No,980,245,51,Black,Black,1x1,880,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Cool,Cool,theatrical; work,1,HeadFullFace,No,For sale,1.0.0,Yes,CapFullfaceKurokoBlack,934,6053,3iuLkRkAKbp4KbfET
star bopper,#REF!,#REF!,NA,No,NFS,245,251,Yellow,Gray,1x1,NA,NA,Isabelle,,Fireworks Show (1); Fireworks Show (2); Fireworks Show (3); Fireworks Show (4); Fireworks Show (5),Yes,All Year,All Year,NA,Free,Free,Cute,Gorgeous,fairy tale; party; theatrical,1,HeadHairOrnament_Front,Yes,Not for sale,1.4.0,Yes,CapOrnamentFStarband0,1139,2611,zNorsCxjDBFoB3cB4
star hairpin,#REF!,#REF!,Black,No,350,87,51,Black,Gray,1x1,320,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Womanly,Cute,Cute,everyday; fairy tale,1,HeadHairOrnament_Left,Yes,For sale,1.0.0,Yes,CapOrnamentLStarhairpin4,1107,12172,Sj22yQDh6XZ548xNs
star hairpin,#REF!,#REF!,Pink,No,350,87,51,Pink,Aqua,1x1,320,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Womanly,Cute,Cute,everyday; fairy tale,2,HeadHairOrnament_Left,Yes,For sale,1.0.0,Yes,CapOrnamentLStarhairpin1,1107,12169,K8nfGv85ED4JYm2ik
star hairpin,#REF!,#REF!,Yellow,No,350,87,51,Yellow,Pink,1x1,320,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Womanly,Cute,Cute,everyday; fairy tale,3,HeadHairOrnament_Left,Yes,For sale,1.0.0,Yes,CapOrnamentLStarhairpin0,1107,9856,k4qSsaYTabo563Qc6
star hairpin,#REF!,#REF!,Mint,No,350,87,51,Green,Orange,1x1,320,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Womanly,Cute,Cute,everyday; fairy tale,4,HeadHairOrnament_Left,Yes,For sale,1.0.0,Yes,CapOrnamentLStarhairpin3,1107,12171,YRFxXFqCAc2KQpACS
star hairpin,#REF!,#REF!,Purple,No,350,87,51,Purple,Yellow,1x1,320,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Womanly,Cute,Cute,everyday; fairy tale,5,HeadHairOrnament_Left,Yes,For sale,1.0.0,Yes,CapOrnamentLStarhairpin2,1107,12170,X5FEM3hh6FmwyaPSv
star head,#REF!,#REF!,NA,Yes,NFS,2500,103,Yellow,Yellow,1x1,NA,NA,Crafting,,NA,NA,All Year,Winter,NA,Free,Free,Cute,Cute,fairy tale; party; theatrical,1,Headgear_NoEarNoJaw,No,Not for sale,1.0.0,Yes,CapCostumeStar0,1113,9862,GeCyKvrDGPAceAQQP
steampunk hat,#REF!,#REF!,Red,No,1320,330,51,Red,Black,1x1,1200,Poki,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Cool,Gorgeous,fairy tale; party; theatrical,1,HeadCap,Yes,For sale,2.0.0,Yes,CapHatSteampunk0,1449,14761,CXH5d9znS3moJGcru
steampunk hat,#REF!,#REF!,Purple,No,1320,330,51,Purple,Red,1x1,1200,Poki,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Cool,Gorgeous,fairy tale; party; theatrical,2,HeadCap,Yes,For sale,2.0.0,Yes,CapHatSteampunk4,1449,728,Ac3CfB8Tift4G8bxF
steampunk hat,#REF!,#REF!,Green,No,1320,330,51,Green,Red,1x1,1200,Poki,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Cool,Gorgeous,fairy tale; party; theatrical,3,HeadCap,Yes,For sale,2.0.0,Yes,CapHatSteampunk2,1449,568,4z9v5HnbAnwKZnuDR
steampunk hat,#REF!,#REF!,Blue,No,1320,330,51,Blue,Black,1x1,1200,Poki,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Cool,Gorgeous,fairy tale; party; theatrical,4,HeadCap,Yes,For sale,2.0.0,Yes,CapHatSteampunk1,1449,567,HmaEJAxnbMj3mAd27
steampunk hat,#REF!,#REF!,Black,No,1320,330,51,Black,White,1x1,1200,Poki,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Cool,Gorgeous,fairy tale; party; theatrical,5,HeadCap,Yes,For sale,2.0.0,Yes,CapHatSteampunk3,1449,569,zcs8CMMmDbhAa7k3J
stone-egg shell,#REF!,#REF!,NA,Yes,NFS,800,351,Yellow,Orange,1x1,NA,NA,Crafting,,Bunny Day (days before); Bunny Day,Yes,All Year,All Year,NA,Free,Free,Active,Cute,fairy tale; party; theatrical,1,HeadCap,Yes,Not for sale,1.1.0,Yes,CapHatEggrock0,1196,12440,6sSucNJN4o9egdsT6
straw boater,#REF!,#REF!,Monotone,No,700,175,51,White,Black,1x1,630,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Free,Free,Simple,Elegant,everyday; fairy tale; vacation,1,HeadCap,Yes,For sale,1.0.0,Yes,CapHatKankanbo5,635,10879,YTxDHZqDGSAH3Fmjf
straw boater,#REF!,#REF!,Pink,No,700,175,51,Pink,White,1x1,630,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,Summer,Free,Free,Simple,Elegant,everyday; fairy tale; vacation,2,HeadCap,Yes,For sale,1.0.0,Yes,CapHatKankanbo7,635,10881,im6Xw6Z55KgRGQWQR
straw boater,#REF!,#REF!,Brown,No,700,175,51,Orange,White,1x1,630,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,Summer,Free,Free,Simple,Elegant,everyday; fairy tale; vacation,3,HeadCap,Yes,For sale,1.0.0,Yes,CapHatKankanbo3,635,10877,rs7Ts2r6yxNjsWMta
straw boater,#REF!,#REF!,Light blue,No,700,175,51,Aqua,White,1x1,630,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,Summer,Free,Free,Simple,Elegant,everyday; fairy tale; vacation,4,HeadCap,Yes,For sale,1.0.0,Yes,CapHatKankanbo6,635,10880,2PYjpd6DsvQZPYdYj
straw boater,#REF!,#REF!,Dark brown,No,700,175,51,Brown,Black,1x1,630,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Free,Free,Simple,Elegant,everyday; fairy tale; vacation,5,HeadCap,Yes,For sale,1.0.0,Yes,CapHatKankanbo4,635,10878,EEM45eNNW2kZ8umYQ
straw boater,#REF!,#REF!,Beige,No,700,175,51,Beige,Red,1x1,630,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Free,Free,Simple,Elegant,everyday; fairy tale; vacation,6,HeadCap,Yes,For sale,1.0.0,Yes,CapHatKankanbo1,635,10875,fSWYxi2FLsE7yM3xp
straw boater,#REF!,#REF!,Light brown,No,700,175,51,Beige,Green,1x1,630,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Free,Free,Simple,Elegant,everyday; fairy tale; vacation,7,HeadCap,Yes,For sale,1.0.0,Yes,CapHatKankanbo2,635,10876,8NywDitrMMG8nx5b9
straw boater,#REF!,#REF!,Cream,No,700,175,51,Beige,Blue,1x1,630,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,Summer,Free,Free,Simple,Elegant,everyday; fairy tale; vacation,8,HeadCap,Yes,For sale,1.0.0,Yes,CapHatKankanbo0,635,5259,MjLrcMkSW6xz4EWuj
straw hat,#REF!,#REF!,Red,No,490,122,51,Beige,Red,1x1,440,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,All Year,Free,Free,Simple,Active,everyday; comfy; vacation,1,HeadCap,Yes,For sale,1.0.0,Yes,CapHatStrawhat2,719,10893,7B9BjYT2FRp9yzea9
straw hat,#REF!,#REF!,Blue,No,490,122,51,Beige,Blue,1x1,440,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Free,Free,Simple,Active,everyday; comfy; vacation,2,HeadCap,Yes,For sale,1.0.0,Yes,CapHatStrawhat1,719,10892,s5eSXgfpd3SWJ7686
straw hat,#REF!,#REF!,Brown,No,490,122,51,Beige,Brown,1x1,440,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Free,Free,Simple,Active,everyday; comfy; vacation,3,HeadCap,Yes,For sale,1.0.0,Yes,CapHatStrawhat0,719,5398,2kw2eqi5XFSgHjngX
straw umbrella hat,#REF!,#REF!,NA,Yes,NFS,200,103,Beige,Beige,1x1,NA,NA,Crafting,,NA,NA,All Year,All Year,NA,Free,Free,Cool,Cool,fairy tale; outdoorsy,1,HeadCap,Yes,Not for sale,1.0.0,Yes,CapHatSandogasa0,953,7254,cz6T8vemWpFgE489x
strawberry hat,#REF!,#REF!,NA,No,700,175,51,Pink,Green,1x1,630,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Winter,NA,Free,Free,Cute,Cute,fairy tale; party; theatrical,1,HeadCap,Yes,For sale,1.0.0,Yes,CapHatStrawberry,639,5277,R8fyQu6e76ZM7bMhp
student cap,#REF!,#REF!,Black,No,1040,260,51,Black,Black,1x1,940,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,All Year,Free,Free,Simple,Simple,everyday; formal,1,HeadCap,Yes,For sale,1.0.0,Yes,CapHatStudent0,1044,8613,LKXDnCJeGKiLRBdTW
student cap,#REF!,#REF!,White,No,1040,260,51,White,White,1x1,940,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,everyday; formal,2,HeadCap,Yes,For sale,1.0.0,Yes,CapHatStudent3,1044,11823,zuDE5ZkoDRkcLg7Ws
student cap,#REF!,#REF!,Gray,No,1040,260,51,Gray,Gray,1x1,940,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,everyday; formal,3,HeadCap,Yes,For sale,1.0.0,Yes,CapHatStudent5,1044,11825,FqCPfJocwnAnQ2pHr
student cap,#REF!,#REF!,Berry red,No,1040,260,51,Red,Red,1x1,940,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,everyday; formal,4,HeadCap,Yes,For sale,1.0.0,Yes,CapHatStudent1,1044,11821,pLQ7pK4M4tLsiFaMm
student cap,#REF!,#REF!,Green,No,1040,260,51,Green,Green,1x1,940,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,everyday; formal,5,HeadCap,Yes,For sale,1.0.0,Yes,CapHatStudent2,1044,11822,6oevkR2qmiTfB24rJ
student cap,#REF!,#REF!,Blue,No,1040,260,51,Blue,Blue,1x1,940,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,everyday; formal,6,HeadCap,Yes,For sale,1.0.0,Yes,CapHatStudent6,1044,11826,3uDtRSCPpTDawSyDZ
student cap,#REF!,#REF!,Purple,No,1040,260,51,Purple,Purple,1x1,940,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,everyday; formal,7,HeadCap,Yes,For sale,1.0.0,Yes,CapHatStudent4,1044,11824,7TGkAfjWKwaMSPsq6
sunflower crown,#REF!,#REF!,NA,No,1560,390,201,Yellow,Green,1x1,NA,NA,Nook Shopping Seasonal,,Summer Solstice,Yes,All Year,All Year,NA,Free,Free,Active,Cute,fairy tale; party; vacation,1,HeadCap,Yes,Seasonal,1.2.0,Yes,CapHatSummer0,1222,12577,joCTjPoPgEfNraHSH
sushi chef hat,#REF!,#REF!,White,No,880,220,51,White,White,1x1,790,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,work,1,HeadCap,Yes,For sale,1.0.0,Yes,CapHatItamae0,644,5281,DKpSqDbfvc7Ac3NWb
sushi chef hat,#REF!,#REF!,Dark blue,No,880,220,51,Blue,Blue,1x1,790,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,work,2,HeadCap,Yes,For sale,1.0.0,Yes,CapHatItamae1,644,11814,jSxawiyrbehb75eyJ
