Name,Closet Image,Storage Image,Variation,DIY,Buy,Sell,HHA Base Points,Color 1,Color 2,Size,Exchange Price,Exchange Currency,Source,Source Notes,Season/Event,Season/Event Exclusive,Seasonal Availability,Seasonality,Mannequin Season,Gender,Villager Gender,Style 1,Style 2,Label Themes,Sort Order,Villager Equippable,Catalog,Version Added,Unlocked?,Filename,ClothGroup ID,Internal ID,Unique Entry ID
short peacoat,#REF!,#REF!,Black,No,1680,420,51,Black,Black,1x1,1500,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Winter,NA,Free,Free,Simple,Simple,everyday; formal,2,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLPcoat0,229,3688,QysCQuiReNyE9yogp
short peacoat,#REF!,#REF!,Pink,No,1680,420,51,Pink,Pink,1x1,1500,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Winter,NA,Free,Free,Simple,Simple,everyday; formal,3,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLPcoat6,229,9296,RJQqqsKXikF7CgQRY
short peacoat,#REF!,#REF!,Orange,No,1680,420,51,Orange,Orange,1x1,1500,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Winter,NA,Free,Free,Simple,Simple,everyday; formal,4,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLPcoat3,229,9293,JD7EjwZjqZLun54co
short peacoat,#REF!,#REF!,Green,No,1680,420,51,Green,Green,1x1,1500,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Winter,Winter,Free,Free,Simple,Simple,everyday; formal,5,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLPcoat4,229,9294,LXG7MCEMft9D6XMiB
short peacoat,#REF!,#REF!,Navy blue,No,1680,420,51,Blue,Blue,1x1,1500,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Winter,NA,Free,Free,Simple,Simple,everyday; formal,6,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLPcoat1,229,9291,8KomTLFfPjtH8McyM
short peacoat,#REF!,#REF!,Beige,No,1680,420,51,Beige,Beige,1x1,1500,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Winter,NA,Free,Free,Simple,Simple,everyday; formal,7,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLPcoat2,229,9292,PNEWHGctnrEmZEnDi
short-sleeve dress shirt,#REF!,#REF!,White,No,560,140,51,White,White,1x1,500,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Spring,NA,Free,Free,Simple,Simple,everyday; formal; work,1,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsHStandard0,59,3144,N6A9RxWwPH4SmTKtq
short-sleeve dress shirt,#REF!,#REF!,Red,No,560,140,51,Red,Red,1x1,500,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Spring,NA,Free,Free,Simple,Simple,everyday; formal; work,2,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsHStandard1,59,8341,ZvKGCZRRFrYe2XLL8
short-sleeve dress shirt,#REF!,#REF!,Yellow,No,560,140,51,Yellow,Yellow,1x1,500,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Spring,NA,Free,Free,Simple,Simple,everyday; formal; work,3,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsHStandard3,59,8343,JTzSJ4SFoSQhzoeD5
short-sleeve dress shirt,#REF!,#REF!,Green,No,560,140,51,Green,Green,1x1,500,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Spring,NA,Free,Free,Simple,Simple,everyday; formal; work,4,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsHStandard2,59,8342,Mf8JSq3WPPyDE4Exd
short-sleeve dress shirt,#REF!,#REF!,Blue,No,560,140,51,Blue,Blue,1x1,500,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Spring,NA,Free,Free,Simple,Simple,everyday; formal; work,5,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsHStandard4,59,8344,DRra69aYwtZ4N3LDE
short-sleeved uniform top,#REF!,#REF!,Pink necktie,No,1050,262,51,White,Pink,1x1,940,Poki,Able Sisters,,NA,NA,Summer,All Year,NA,Free,Free,Cool,Simple,everyday; formal,1,Yes,For sale,2.0.0,Yes,TopsTexTopYshirtsHSchoolshirts3,1367,119,hwS4hqzycyPR7crck
short-sleeved uniform top,#REF!,#REF!,Red necktie,No,1050,262,51,White,Red,1x1,940,Poki,Able Sisters,,NA,NA,Summer,All Year,NA,Free,Free,Cool,Simple,everyday; formal,2,Yes,For sale,2.0.0,Yes,TopsTexTopYshirtsHSchoolshirts0,1367,14270,tPL4nsYeWLaLzzTnR
short-sleeved uniform top,#REF!,#REF!,Blue necktie,No,1050,262,51,White,Blue,1x1,940,Poki,Able Sisters,,NA,NA,Summer,All Year,NA,Free,Free,Cool,Simple,everyday; formal,3,Yes,For sale,2.0.0,Yes,TopsTexTopYshirtsHSchoolshirts1,1367,117,farqbcPGWA8kYSRSd
short-sleeved uniform top,#REF!,#REF!,Green necktie,No,1050,262,51,White,Green,1x1,940,Poki,Able Sisters,,NA,NA,Summer,All Year,NA,Free,Free,Cool,Simple,everyday; formal,4,Yes,For sale,2.0.0,Yes,TopsTexTopYshirtsHSchoolshirts2,1367,118,5XvhqPf9rYoT4PgNW
silk floral-print shirt,#REF!,#REF!,Gray,No,1200,300,51,Gray,Yellow,1x1,1100,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Summer,NA,Free,Free,Cute,Cute,everyday,1,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsHChina3,96,9137,Ydiwrzqm7nkfGEmaJ
silk floral-print shirt,#REF!,#REF!,Pink,No,1200,300,51,Pink,Yellow,1x1,1100,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Summer,All Year,Free,Free,Cute,Cute,everyday,2,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsHChina0,96,3248,AMwJDy7BkmgsRzcLe
silk floral-print shirt,#REF!,#REF!,Orange,No,1200,300,51,Orange,Yellow,1x1,1100,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Summer,NA,Free,Free,Cute,Cute,everyday,3,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsHChina6,96,9140,xuuwypJLNDXo7YBuA
silk floral-print shirt,#REF!,#REF!,Mustard,No,1200,300,51,Yellow,Yellow,1x1,1100,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Summer,NA,Free,Free,Cute,Cute,everyday,4,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsHChina2,96,9136,TMq7P62uotmTL6SPd
silk floral-print shirt,#REF!,#REF!,Green,No,1200,300,51,Green,Yellow,1x1,1100,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Summer,NA,Free,Free,Cute,Cute,everyday,5,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsHChina5,96,9139,FQKSgurrbqTzLuAHC
silk floral-print shirt,#REF!,#REF!,Blue,No,1200,300,51,Blue,Yellow,1x1,1100,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Summer,NA,Free,Free,Cute,Cute,everyday,6,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsHChina1,96,9135,CQFEnNxBda2pqPnWW
silk floral-print shirt,#REF!,#REF!,Purple,No,1200,300,51,Purple,Yellow,1x1,1100,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,Summer,NA,Free,Free,Cute,Cute,everyday,7,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsHChina4,96,9138,zryyaJCPJivDutvYp
silk shirt,#REF!,#REF!,Black,No,1500,375,51,Black,Yellow,1x1,1400,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Elegant,Gorgeous,everyday; formal,1,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLChina4,26,9130,6tw8Twt3RBfQx9bAi
silk shirt,#REF!,#REF!,Red,No,1500,375,51,Red,Yellow,1x1,1400,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Elegant,Gorgeous,everyday; formal,2,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLChina1,26,9127,pdXctSvDBjwuGYZbk
silk shirt,#REF!,#REF!,Yellow,No,1500,375,51,Orange,Yellow,1x1,1400,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Elegant,Gorgeous,everyday; formal,3,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLChina3,26,9129,xMcn4MEp4tiGtbDyS
silk shirt,#REF!,#REF!,Green,No,1500,375,51,Green,Yellow,1x1,1400,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Elegant,Gorgeous,everyday; formal,4,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLChina0,26,2672,b6r5LY5EGg98N5Wxo
silk shirt,#REF!,#REF!,Blue,No,1500,375,51,Blue,Yellow,1x1,1400,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Elegant,Gorgeous,everyday; formal,5,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLChina2,26,9128,w98ydiCNkTCJ7Dq6H
simple knit sweater,#REF!,#REF!,White,No,960,240,51,White,White,1x1,860,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Winter,NA,Free,Free,Simple,Simple,everyday; comfy,1,Yes,For sale,1.0.0,Yes,TopsTexTopOuterLKnit0,1058,2725,pm3zAFvpCHnQ3rdww
simple knit sweater,#REF!,#REF!,Black,No,960,240,51,Black,Black,1x1,860,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Winter,NA,Free,Free,Simple,Simple,everyday; comfy,2,Yes,For sale,1.0.0,Yes,TopsTexTopOuterLKnit1,1058,2730,gupH4BGzi6eWFMwop
simple knit sweater,#REF!,#REF!,Camel,No,960,240,51,Orange,Orange,1x1,860,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Winter,NA,Free,Free,Simple,Simple,everyday; comfy,3,Yes,For sale,1.0.0,Yes,TopsTexTopOuterLKnit2,1058,4151,kZytXdn2t8ax4CxHq
simple parka,#REF!,#REF!,Gray,No,1060,265,51,Gray,Gray,1x1,950,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Simple,Active,everyday; comfy; sporty,1,Yes,For sale,1.0.0,Yes,TopsTexTopOuterLParka0,43,3056,cauBxzskKMEQeECmQ
simple parka,#REF!,#REF!,Black,No,1060,265,51,Black,Black,1x1,950,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Simple,Active,everyday; comfy; sporty,2,Yes,For sale,1.0.0,Yes,TopsTexTopOuterLParka7,43,7975,4BfFabwNEehBJNfbA
simple parka,#REF!,#REF!,Red,No,1060,265,51,Red,Red,1x1,950,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Simple,Active,everyday; comfy; sporty,3,Yes,For sale,1.0.0,Yes,TopsTexTopOuterLParka1,43,7969,8n8gXAu96d5jey3xs
simple parka,#REF!,#REF!,Pink,No,1060,265,51,Pink,Pink,1x1,950,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Simple,Active,everyday; comfy; sporty,4,Yes,For sale,1.0.0,Yes,TopsTexTopOuterLParka5,43,7973,N2QXTQh8oe65xp5Rv
simple parka,#REF!,#REF!,Yellow,No,1060,265,51,Yellow,Yellow,1x1,950,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Simple,Active,everyday; comfy; sporty,5,Yes,For sale,1.0.0,Yes,TopsTexTopOuterLParka4,43,7972,Mge7TmgMB8BJo2fC3
simple parka,#REF!,#REF!,Green,No,1060,265,51,Green,Green,1x1,950,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Simple,Active,everyday; comfy; sporty,6,Yes,For sale,1.0.0,Yes,TopsTexTopOuterLParka2,43,7970,TysqqotGG7gJ6HHvc
simple parka,#REF!,#REF!,Light blue,No,1060,265,51,Aqua,Aqua,1x1,950,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Simple,Active,everyday; comfy; sporty,7,Yes,For sale,1.0.0,Yes,TopsTexTopOuterLParka6,43,7974,bmMa9RBcDYQxqjxgw
simple parka,#REF!,#REF!,Blue,No,1060,265,51,Blue,Blue,1x1,950,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Simple,Active,everyday; comfy; sporty,8,Yes,For sale,1.0.0,Yes,TopsTexTopOuterLParka3,43,7971,c832o2FNntejFWRxo
simple-dots tee,#REF!,#REF!,Black,No,640,160,51,Black,White,1x1,580,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Free,Free,Active,Simple,everyday; comfy,1,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHSimpledot4,1032,9501,qpapForjjCdhiRYvP
simple-dots tee,#REF!,#REF!,Red,No,640,160,51,Red,White,1x1,580,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Free,Free,Active,Simple,everyday; comfy,2,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHSimpledot2,1032,9499,R9xN2MNz6Fd4ZTfwW
simple-dots tee,#REF!,#REF!,Yellow,No,640,160,51,Yellow,White,1x1,580,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Free,Free,Active,Simple,everyday; comfy,3,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHSimpledot0,1032,8203,wfkSZGXdfPYHvevPY
simple-dots tee,#REF!,#REF!,Green,No,640,160,51,Green,White,1x1,580,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Free,Free,Active,Simple,everyday; comfy,4,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHSimpledot3,1032,9500,RHmNkFfrnxA8sH7RJ
simple-dots tee,#REF!,#REF!,Light blue,No,640,160,51,Aqua,White,1x1,580,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Free,Free,Active,Simple,everyday; comfy,5,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHSimpledot1,1032,9498,WTvb4yXfbSMxwG3wL
six-ball tee,#REF!,#REF!,NA,No,560,140,51,Green,White,1x1,500,Poki,Nook Shopping Daily Selection,,NA,NA,All Year,Summer,NA,Free,Free,Active,Simple,everyday; comfy,1,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHNumberball6,134,3323,9i3mJdoTbjxzEB9kD
skiwear,#REF!,#REF!,Red,No,1680,420,51,Red,Aqua,1x1,1500,Poki,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Winter,NA,Free,Free,Active,Active,outdoorsy; sporty,1,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLSki4,372,7603,yAk54FYcv96Pp4qAp
skiwear,#REF!,#REF!,Ruby red,No,1680,420,51,Pink,Yellow,1x1,1500,Poki,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Winter,Winter,Free,Free,Active,Active,outdoorsy; sporty,2,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLSki5,372,7604,CqMMuzTkgTYx7Wqcb
skiwear,#REF!,#REF!,Green,No,1680,420,51,Green,Blue,1x1,1500,Poki,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Winter,NA,Free,Free,Active,Active,outdoorsy; sporty,3,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLSki3,372,7602,szzdeXrah4xGE9wQm
skiwear,#REF!,#REF!,Light blue,No,1680,420,51,Aqua,Orange,1x1,1500,Poki,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Winter,NA,Free,Free,Active,Active,outdoorsy; sporty,4,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLSki1,372,7600,YvQEGjnp4z2iHKeiw
skiwear,#REF!,#REF!,Blue,No,1680,420,51,Blue,Green,1x1,1500,Poki,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Winter,NA,Free,Free,Active,Active,outdoorsy; sporty,5,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLSki0,372,4448,g4fvcWho3ZH93Wwok
skiwear,#REF!,#REF!,Purple,No,1680,420,51,Purple,Pink,1x1,1500,Poki,Able Sisters,Available from Able Sisters shop only,Winter (shopping),No,Winter,Winter,NA,Free,Free,Active,Active,outdoorsy; sporty,6,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsLSki2,372,7601,6oC2ucsh444i4ycMS
skull tee,#REF!,#REF!,Black,No,960,240,51,Black,Beige,1x1,860,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,Summer,Free,Free,Cool,Cool,everyday; goth; comfy,1,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHSkull0,1037,8208,ev7tbETWHykvpGq4S
skull tee,#REF!,#REF!,Purple,No,960,240,51,Purple,Beige,1x1,860,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Free,Free,Cool,Cool,everyday; goth; comfy,2,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHSkull2,1037,12200,BvCeX6T6mQmPR4P4b
skull tee,#REF!,#REF!,Beige,No,960,240,51,Beige,Green,1x1,860,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Free,Free,Cool,Cool,everyday; goth; comfy,3,Yes,For sale,1.0.0,Yes,TopsTexTopTshirtsHSkull1,1037,12199,LRzPEcsniYhiNEqTC
sleeved apron,#REF!,#REF!,Pink,No,960,240,51,Pink,Red,1x1,860,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Active,Simple,outdoorsy; work,1,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLHandcover0,583,5132,BJKSBrXy9an23wHth
sleeved apron,#REF!,#REF!,Orange,No,960,240,51,Orange,Green,1x1,860,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Active,Simple,outdoorsy; work,2,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLHandcover2,583,9607,2TYxLRpKYoZTGMTvt
sleeved apron,#REF!,#REF!,Green,No,960,240,51,Green,Blue,1x1,860,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Active,Simple,outdoorsy; work,3,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLHandcover3,583,9608,Mr5nssMwM49MxyZ3N
sleeved apron,#REF!,#REF!,Blue,No,960,240,51,Aqua,Brown,1x1,860,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Active,Simple,outdoorsy; work,4,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLHandcover1,583,9606,2CEWXqY7esYG8zSRL
sleeved apron,#REF!,#REF!,Purple,No,960,240,51,Purple,Black,1x1,860,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Active,Simple,outdoorsy; work,5,Yes,For sale,1.0.0,Yes,TopsTexTopCoatLHandcover4,583,9609,CXJmcBanhBT6aMwSQ
sleeveless dress shirt,#REF!,#REF!,White,No,960,240,51,White,White,1x1,860,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Free,Free,Simple,Simple,everyday; vacation,1,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsNStandard0,60,3145,dk2dzwNTW39aPrXPh
sleeveless dress shirt,#REF!,#REF!,Pink,No,960,240,51,Pink,Pink,1x1,860,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Free,Free,Simple,Simple,everyday; vacation,2,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsNStandard1,60,8345,KfE27M7xaeAA5seB7
sleeveless dress shirt,#REF!,#REF!,Orange,No,960,240,51,Orange,Orange,1x1,860,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Free,Free,Simple,Simple,everyday; vacation,3,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsNStandard3,60,8347,vkxES3kCYJMsGC92f
sleeveless dress shirt,#REF!,#REF!,Green,No,960,240,51,Green,Green,1x1,860,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Free,Free,Simple,Simple,everyday; vacation,4,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsNStandard2,60,8346,NxMk4ukgtyAqjXvcg
sleeveless dress shirt,#REF!,#REF!,Blue,No,960,240,51,Aqua,Aqua,1x1,860,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Free,Free,Simple,Simple,everyday; vacation,5,Yes,For sale,1.0.0,Yes,TopsTexTopYshirtsNStandard4,60,8348,qEEWWFz8NaLWThuFG
sleeveless parka,#REF!,#REF!,Black,No,1200,300,51,Black,Black,1x1,1100,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Free,Free,Active,Active,outdoorsy; comfy; sporty; vacation,1,Yes,For sale,1.0.0,Yes,TopsTexTopOuterNNosleeve1,866,7994,AsNvixvBHvP7Xc6nn
sleeveless parka,#REF!,#REF!,Pink,No,1200,300,51,Pink,Black,1x1,1100,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Free,Free,Active,Active,outdoorsy; comfy; sporty; vacation,2,Yes,For sale,1.0.0,Yes,TopsTexTopOuterNNosleeve2,866,7995,c6m3pF65kwa3KCSNu
sleeveless parka,#REF!,#REF!,Orange,No,1200,300,51,Orange,Black,1x1,1100,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Free,Free,Active,Active,outdoorsy; comfy; sporty; vacation,3,Yes,For sale,1.0.0,Yes,TopsTexTopOuterNNosleeve4,866,7997,niinXuaF3g4uswfBg
sleeveless parka,#REF!,#REF!,Green,No,1200,300,51,Green,Black,1x1,1100,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Free,Free,Active,Active,outdoorsy; comfy; sporty; vacation,4,Yes,For sale,1.0.0,Yes,TopsTexTopOuterNNosleeve0,866,5774,TFvaM2vZtnS7wo6jf
sleeveless parka,#REF!,#REF!,Purple,No,1200,300,51,Purple,Black,1x1,1100,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,Summer,Free,Free,Active,Active,outdoorsy; comfy; sporty; vacation,5,Yes,For sale,1.0.0,Yes,TopsTexTopOuterNNosleeve3,866,7996,QnPQeiQ3CbF3J8yEQ
sleeveless tunic,#REF!,#REF!,White,No,960,240,51,White,White,1x1,860,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Spring,NA,Free,Free,Simple,Elegant,comfy; vacation,1,Yes,For sale,1.0.0,Yes,TopsTexTopCoatNShirt4,465,8362,yTXp7cz4JrT395xoH
sleeveless tunic,#REF!,#REF!,Yellow,No,960,240,51,Yellow,Yellow,1x1,860,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Spring,NA,Free,Free,Simple,Elegant,comfy; vacation,2,Yes,For sale,1.0.0,Yes,TopsTexTopCoatNShirt5,465,8363,9JKZt6bgtMDfJM2Su
sleeveless tunic,#REF!,#REF!,Mint,No,960,240,51,Green,Green,1x1,860,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Spring,NA,Free,Free,Simple,Elegant,comfy; vacation,3,Yes,For sale,1.0.0,Yes,TopsTexTopCoatNShirt2,465,8360,8cxDFZ74HTqZ82Ei9
sleeveless tunic,#REF!,#REF!,Blue,No,960,240,51,Blue,Blue,1x1,860,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Spring,NA,Free,Free,Simple,Elegant,comfy; vacation,4,Yes,For sale,1.0.0,Yes,TopsTexTopCoatNShirt1,465,8359,aNt2kXaq8mzbFMF6J
sleeveless tunic,#REF!,#REF!,Purple,No,960,240,51,Purple,Purple,1x1,860,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Spring,NA,Free,Free,Simple,Elegant,comfy; vacation,5,Yes,For sale,1.0.0,Yes,TopsTexTopCoatNShirt0,465,4599,9ScEAWSFADHMAknmF
sleeveless tunic,#REF!,#REF!,Pink,No,960,240,51,Beige,Beige,1x1,860,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Spring,NA,Free,Free,Simple,Elegant,comfy; vacation,6,Yes,For sale,1.0.0,Yes,TopsTexTopCoatNShirt3,465,8361,bBZcM54G5BPJbf8Qu
snowflake sweater,#REF!,#REF!,Light blue,No,960,240,51,Aqua,White,1x1,860,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Winter,NA,Free,Free,Simple,Cute,everyday; comfy,1,Yes,For sale,1.0.0,Yes,TopsTexTopOuterLSnowcrystal1,576,7841,GZPhwqbdHCjq9h857
snowflake sweater,#REF!,#REF!,Blue,No,960,240,51,Blue,White,1x1,860,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Winter,NA,Free,Free,Simple,Cute,everyday; comfy,2,Yes,For sale,1.0.0,Yes,TopsTexTopOuterLSnowcrystal0,576,5122,tP8GGuYbbJ2qi89ZY
snowy sweater,#REF!,#REF!,Gray,No,1450,362,51,Gray,White,1x1,1300,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Winter,NA,Free,Free,Simple,Elegant,everyday; comfy,1,Yes,For sale,1.0.0,Yes,TopsTexTopOuterLSnow0,207,3631,cHMhCKcJfHqwi5dAZ
