Name,Variation,DIY,Buy,Sell,Source,Source Notes,Catalog,Tab,Tag,Customize,Cyrus,Image,HHP Source
text shirt (Black),Black,False,800,200,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,fashion items,tops,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsLAlphabet0.png,['From player catalog after 27th home']
text shirt (Red),Red,False,800,200,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,fashion items,tops,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsLAlphabet2.png,['From player catalog after 27th home']
text shirt (White),White,False,800,200,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,fashion items,tops,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsLAlphabet1.png,['From player catalog after 27th home']
thank-you Dad apron (Black),Black,False,1100,275,Nook Shopping Seasonal,,Seasonal,fashion items,tops,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatLFather4.png,['From player catalog after 27th home']
thank-you Dad apron (Blue),Blue,False,1100,275,Nook Shopping Seasonal,,Seasonal,fashion items,tops,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatLFather0.png,['From player catalog after 27th home']
thank-you Dad apron (Brown),Brown,False,1100,275,Nook Shopping Seasonal,,Seasonal,fashion items,tops,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatLFather3.png,['From player catalog after 27th home']
thank-you Dad apron (Green),Green,False,1100,275,Nook Shopping Seasonal,,Seasonal,fashion items,tops,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatLFather2.png,['From player catalog after 27th home']
thank-you Dad apron (Red),Red,False,1100,275,Nook Shopping Seasonal,,Seasonal,fashion items,tops,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatLFather1.png,['From player catalog after 27th home']
thick-stripes shirt (Beige & navy),Beige & navy,False,1120,280,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,fashion items,tops,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLRugby3.png,['From player catalog after 27th home']
thick-stripes shirt (Green & navy),Green & navy,False,1120,280,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,fashion items,tops,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLRugby1.png,['From player catalog after 27th home']
thick-stripes shirt (Green & purple),Green & purple,False,1120,280,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,fashion items,tops,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLRugby4.png,['From player catalog after 27th home']
thick-stripes shirt (Light blue & black),Light blue & black,False,1120,280,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,fashion items,tops,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLRugby7.png,['From player catalog after 27th home']
thick-stripes shirt (Navy & gray),Navy & gray,False,1120,280,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,fashion items,tops,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLRugby6.png,['From player catalog after 27th home']
thick-stripes shirt (Rose red & navy),Rose red & navy,False,1120,280,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,fashion items,tops,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLRugby2.png,['From player catalog after 27th home']
thick-stripes shirt (Yellow & navy),Yellow & navy,False,1120,280,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,fashion items,tops,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLRugby0.png,['From player catalog after 27th home']
thick-stripes shirt (Yellow & red),Yellow & red,False,1120,280,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,fashion items,tops,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLRugby5.png,['From player catalog after 27th home']
thief's costume,,False,2600,650,Able Sisters,Available from Able Sisters shop only,For sale,fashion items,tops,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatLThiefBlack.png,['Samson']
thread-worn sweater (Beige),Beige,False,980,245,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,fashion items,tops,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsLDamage2.png,['Shep']
thread-worn sweater (Black),Black,False,980,245,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,fashion items,tops,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsLDamage1.png,['Shep']
thread-worn sweater (Green),Green,False,980,245,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,fashion items,tops,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsLDamage0.png,['Shep']
thread-worn sweater (Pink),Pink,False,980,245,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,fashion items,tops,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsLDamage3.png,['Shep']
three-ball tee,,False,560,140,Nook Shopping Daily Selection,,For sale,fashion items,tops,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsHNumberball3.png,['Egbert']
tie-dye shirt,,False,800,200,Nook Shopping Daily Selection,,For sale,fashion items,tops,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsHTiedyeRainbow.png,['Stitches']
tiger jacket,,False,1750,437,Able Sisters,Available from Able Sisters shop only,For sale,fashion items,tops,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLSukajantigerGreen.png,"['Sparro', 'Fuchsia', 'Bangle']"
tight-knit sweater (Beige),Beige,False,800,200,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,fashion items,tops,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLSlimknit1.png,['From player catalog after 27th home']
tight-knit sweater (Black),Black,False,800,200,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,fashion items,tops,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLSlimknit0.png,['From player catalog after 27th home']
tight-knit sweater (Gray),Gray,False,800,200,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,fashion items,tops,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLSlimknit2.png,['From player catalog after 27th home']
top coat (Beige),Beige,False,2000,500,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,fashion items,tops,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatLSoutiencollar1.png,['From player catalog after 27th home']
top coat (Brown),Brown,False,2000,500,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,fashion items,tops,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatLSoutiencollar2.png,['From player catalog after 27th home']
top coat (Light blue),Light blue,False,2000,500,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,fashion items,tops,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatLSoutiencollar0.png,['From player catalog after 27th home']
top coat (Pink),Pink,False,2000,500,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,fashion items,tops,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatLSoutiencollar3.png,['From player catalog after 27th home']
track jacket (Blue),Blue,False,910,227,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,fashion items,tops,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLSportsjersey6.png,"['Peck', 'Coach', 'Marty', 'Peewee', 'Rooney', 'Rio', 'Vivian']"
track jacket (Gray),Gray,False,910,227,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,fashion items,tops,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLSportsjersey1.png,"['Peck', 'Coach', 'Marty', 'Peewee', 'Rooney', 'Rio', 'Vivian']"
track jacket (Green),Green,False,910,227,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,fashion items,tops,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLSportsjersey5.png,"['Peck', 'Coach', 'Marty', 'Peewee', 'Rooney', 'Rio', 'Vivian']"
track jacket (Light blue),Light blue,False,910,227,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,fashion items,tops,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLSportsjersey4.png,"['Peck', 'Coach', 'Marty', 'Peewee', 'Rooney', 'Rio', 'Vivian']"
track jacket (Navy blue),Navy blue,False,910,227,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,fashion items,tops,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLSportsjersey0.png,"['Peck', 'Coach', 'Marty', 'Peewee', 'Rooney', 'Rio', 'Vivian']"
track jacket (Red),Red,False,910,227,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,fashion items,tops,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLSportsjersey3.png,"['Peck', 'Coach', 'Marty', 'Peewee', 'Rooney', 'Rio', 'Vivian']"
track jacket (White),White,False,910,227,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,fashion items,tops,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLSportsjersey2.png,"['Peck', 'Coach', 'Marty', 'Peewee', 'Rooney', 'Rio', 'Vivian']"
traditional straw coat,,True,,160,Crafting,,Not for sale,fashion items,tops,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatLStrawBeige.png,['From player catalog after 27th home']
tree sweater,,False,880,220,Nook Shopping Daily Selection,,For sale,fashion items,tops,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexTopOuterLTree0.png,"['Stu', 'Curlos', 'Sally']"
trench coat (Beige),Beige,False,1680,420,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,fashion items,tops,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatLTrench0.png,"['Broffina', 'Rocco', 'Whitney']"
trench coat (Light blue),Light blue,False,1680,420,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,fashion items,tops,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatLTrench1.png,"['Broffina', 'Rocco', 'Whitney']"
trench coat (Navy blue),Navy blue,False,1680,420,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,fashion items,tops,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatLTrench4.png,"['Broffina', 'Rocco', 'Whitney']"
trench coat (Orange),Orange,False,1680,420,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,fashion items,tops,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatLTrench3.png,"['Broffina', 'Rocco', 'Whitney']"
trench coat (Red),Red,False,1680,420,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,fashion items,tops,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatLTrench2.png,"['Broffina', 'Rocco', 'Whitney']"
tropical cut-and-sew tank (Blue),Blue,False,1200,300,Able Sisters,,For sale,fashion items,tops,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsemmNLayered1.png,['Kyle']
tropical cut-and-sew tank (Orange),Orange,False,1200,300,Able Sisters,,For sale,fashion items,tops,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsemmNLayered0.png,['Kyle']
tropical cut-and-sew tank (Pink),Pink,False,1200,300,Able Sisters,,For sale,fashion items,tops,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsemmNLayered2.png,['Kyle']
tube top (Blue),Blue,False,640,160,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,fashion items,tops,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsNTubetop5.png,['Bud']
tube top (Dark gray),Dark gray,False,640,160,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,fashion items,tops,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsNTubetop3.png,['Bud']
tube top (Dark red),Dark red,False,640,160,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,fashion items,tops,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsNTubetop6.png,['Bud']
tube top (Green),Green,False,640,160,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,fashion items,tops,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsNTubetop0.png,['Bud']
tube top (Purple),Purple,False,640,160,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,fashion items,tops,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsNTubetop4.png,['Bud']
tube top (Red),Red,False,640,160,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,fashion items,tops,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsNTubetop1.png,['Bud']
tube top (Yellow),Yellow,False,640,160,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,fashion items,tops,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsNTubetop2.png,['Bud']
tunic tank (Mint),Mint,False,800,200,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,fashion items,tops,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatNTanktunic3.png,['Sandy']
tunic tank (Pink),Pink,False,800,200,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,fashion items,tops,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatNTanktunic2.png,['Sandy']
tunic tank (White),White,False,800,200,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,fashion items,tops,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatNTanktunic0.png,['Sandy']
tunic tank (Yellow),Yellow,False,800,200,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,fashion items,tops,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatNTanktunic1.png,['Sandy']
tuxedo jacket (Black),Black,False,2500,625,Able Sisters,Available from Able Sisters shop only,For sale,fashion items,tops,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLTuxedo0.png,"['Moe', 'Nan', 'Marlo', 'Faith', 'Eugene']"
tuxedo jacket (Gray),Gray,False,2500,625,Able Sisters,Available from Able Sisters shop only,For sale,fashion items,tops,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLTuxedo1.png,"['Nan', 'Marlo', 'Eugene']"
tuxedo jacket (White),White,False,2500,625,Able Sisters,Available from Able Sisters shop only,For sale,fashion items,tops,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLTuxedo2.png,"['Nan', 'Marlo', 'Eugene']"
tweed jacket (Beige),Beige,False,1680,420,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,fashion items,tops,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLTweed2.png,"['Maelle', 'Alice']"
tweed jacket (Berry red),Berry red,False,1680,420,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,fashion items,tops,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLTweed3.png,"['Maelle', 'Alice']"
tweed jacket (Blue),Blue,False,1680,420,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,fashion items,tops,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLTweed1.png,"['Maelle', 'Alice']"
tweed jacket (Brown),Brown,False,1680,420,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,fashion items,tops,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLTweed0.png,"['Maelle', 'Alice']"
tweed jacket (Green),Green,False,1680,420,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,fashion items,tops,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLTweed4.png,"['Maelle', 'Alice']"
tweed jacket (Pink),Pink,False,1680,420,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,fashion items,tops,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLTweed5.png,"['Maelle', 'Alice']"
tweed vest (Green),Green,False,1400,350,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,fashion items,tops,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLTweedvest0.png,['From player catalog after 27th home']
tweed vest (Navy blue),Navy blue,False,1400,350,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,fashion items,tops,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLTweedvest2.png,['From player catalog after 27th home']
tweed vest (Red),Red,False,1400,350,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,fashion items,tops,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLTweedvest1.png,['From player catalog after 27th home']
two-ball tee,,False,560,140,Nook Shopping Daily Selection,,For sale,fashion items,tops,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexTopTshirtsHNumberball2.png,['Egbert']
vampire costume (Black),Black,False,2600,650,Able Sisters,Available from Able Sisters shop only,For sale,fashion items,tops,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatLVampire0.png,['From player catalog after 27th home']
vampire costume (Purple),Purple,False,2600,650,Able Sisters,Available from Able Sisters shop only,For sale,fashion items,tops,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatLVampire1.png,['From player catalog after 27th home']
vertical-stripes shirt (Beige),Beige,False,960,240,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,fashion items,tops,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatHStripeshirts5.png,['From player catalog after 27th home']
vertical-stripes shirt (Blue),Blue,False,960,240,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,fashion items,tops,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatHStripeshirts0.png,['From player catalog after 27th home']
vertical-stripes shirt (Gray),Gray,False,960,240,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,fashion items,tops,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatHStripeshirts4.png,['From player catalog after 27th home']
vertical-stripes shirt (Green),Green,False,960,240,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,fashion items,tops,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatHStripeshirts3.png,['From player catalog after 27th home']
vertical-stripes shirt (Orange),Orange,False,960,240,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,fashion items,tops,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatHStripeshirts6.png,['Tasha']
vertical-stripes shirt (Pink),Pink,False,960,240,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,fashion items,tops,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatHStripeshirts2.png,['From player catalog after 27th home']
vertical-stripes shirt (Purple),Purple,False,960,240,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,fashion items,tops,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatHStripeshirts1.png,['From player catalog after 27th home']
vest with binoculars,,False,1440,360,Nook Shopping Daily Selection,,For sale,fashion items,tops,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLGlassBeige.png,['Mac']
viking top (Blue),Blue,False,2500,625,Able Sisters,Available from Able Sisters shop only,For sale,fashion items,tops,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatLViking2.png,"['Vic', 'Rod']"
viking top (Brown),Brown,False,2500,625,Able Sisters,Available from Able Sisters shop only,For sale,fashion items,tops,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatLViking0.png,"['Vic', 'Rod']"
viking top (Gray),Gray,False,2500,625,Able Sisters,Available from Able Sisters shop only,For sale,fashion items,tops,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatLViking1.png,"['Vic', 'Rod']"
waistcoat (Beige),Beige,False,1750,437,Able Sisters,Available from Able Sisters shop only,For sale,fashion items,tops,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLGilet2.png,"['Zell', 'Kidd', 'Sydney', 'Gabi', 'School']"
waistcoat (Black),Black,False,1750,437,Able Sisters,Available from Able Sisters shop only,For sale,fashion items,tops,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLGilet1.png,"['Zell', 'Kidd', 'Sydney', 'Gabi', 'School']"
waistcoat (Gray),Gray,False,1750,437,Able Sisters,Available from Able Sisters shop only,For sale,fashion items,tops,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLGilet0.png,"['Zell', 'Kidd', 'Sydney', 'Gabi', 'School']"
waistcoat (Navy blue),Navy blue,False,1750,437,Able Sisters,Available from Able Sisters shop only,For sale,fashion items,tops,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLGilet4.png,"['Zell', 'Kidd', 'Sydney', 'Gabi', 'School']"
waistcoat (White),White,False,1750,437,Able Sisters,Available from Able Sisters shop only,For sale,fashion items,tops,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLGilet3.png,"['Zell', 'Kidd', 'Sydney', 'Gabi', 'School']"
warrior armor (Black),Black,False,2080,520,Able Sisters,,For sale,fashion items,tops,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatLBattle2.png,"['Vic', 'Kid Cat']"
warrior armor (Brown),Brown,False,2080,520,Able Sisters,,For sale,fashion items,tops,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatLBattle1.png,"['Vic', 'Kid Cat']"
warrior armor (Gold),Gold,False,2080,520,Able Sisters,,For sale,fashion items,tops,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatLBattle3.png,"['Vic', 'Kid Cat', 'Rowan']"
warrior armor (Silver),Silver,False,2080,520,Able Sisters,,For sale,fashion items,tops,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatLBattle0.png,"['Vic', 'Kid Cat']"
western shirt (Black),Black,False,2100,525,Able Sisters,Available from Able Sisters shop only,For sale,fashion items,tops,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLWestern3.png,"['Poncho', 'Winnie']"
western shirt (Blue),Blue,False,2100,525,Able Sisters,Available from Able Sisters shop only,For sale,fashion items,tops,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLWestern0.png,"['Poncho', 'Winnie']"
western shirt (Pink),Pink,False,2100,525,Able Sisters,Available from Able Sisters shop only,For sale,fashion items,tops,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLWestern1.png,"['Poncho', 'Winnie']"
western shirt (Yellow),Yellow,False,2100,525,Able Sisters,Available from Able Sisters shop only,For sale,fashion items,tops,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLWestern2.png,"['Poncho', 'Winnie']"
windbreaker (Berry red),Berry red,False,1050,262,Able Sisters,,For sale,fashion items,tops,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatLWindbreaker4.png,"['Hopper', 'School']"
windbreaker (Black),Black,False,1050,262,Able Sisters,,For sale,fashion items,tops,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatLWindbreaker2.png,"['Hopper', 'School']"
windbreaker (Blue),Blue,False,1050,262,Able Sisters,,For sale,fashion items,tops,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatLWindbreaker3.png,"['Hopper', 'School']"
windbreaker (Green),Green,False,1050,262,Able Sisters,,For sale,fashion items,tops,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatLWindbreaker1.png,"['Hopper', 'School']"
windbreaker (Navy blue),Navy blue,False,1050,262,Able Sisters,,For sale,fashion items,tops,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatLWindbreaker5.png,"['Hopper', 'School']"
windbreaker (Red),Red,False,1050,262,Able Sisters,,For sale,fashion items,tops,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatLWindbreaker0.png,"['Hopper', 'School']"
windbreaker (White),White,False,1050,262,Able Sisters,,For sale,fashion items,tops,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatLWindbreaker6.png,"['Hopper', 'School']"
work apron (Avocado),Avocado,False,1100,275,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,fashion items,tops,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatLWorkapron1.png,"['Jacob', 'Hippeux', 'Chief']"
work apron (Orange),Orange,False,1100,275,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,fashion items,tops,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexTopCoatLWorkapron0.png,"['Jacob', 'Hippeux', 'Chief']"
work shirt (Blue-striped necktie),Blue-striped necktie,False,1040,260,Able Sisters,Available from Able Sisters shop only,For sale,fashion items,tops,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLNecktie1.png,"['Bitty', 'Sydney']"
work shirt (Green-striped necktie),Green-striped necktie,False,1040,260,Able Sisters,Available from Able Sisters shop only,For sale,fashion items,tops,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLNecktie3.png,"['Bitty', 'Sydney']"
work shirt (Purple-striped necktie),Purple-striped necktie,False,1040,260,Able Sisters,Available from Able Sisters shop only,For sale,fashion items,tops,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLNecktie2.png,"['Bitty', 'Sydney']"
work shirt (Red-striped necktie),Red-striped necktie,False,1040,260,Able Sisters,Available from Able Sisters shop only,For sale,fashion items,tops,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLNecktie0.png,"['Bitty', 'Sydney']"
work shirt (White-striped necktie),White-striped necktie,False,1040,260,Able Sisters,Available from Able Sisters shop only,For sale,fashion items,tops,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLNecktie4.png,"['Bitty', 'Sydney']"
worker's jacket (Beige),Beige,False,800,200,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,fashion items,tops,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLFactory1.png,"['Cyrano', 'Murphy', 'Boots', 'Simon', 'Limberg', 'Sprocket', 'Curly']"
worker's jacket (Light blue),Light blue,False,800,200,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,fashion items,tops,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLFactory0.png,"['Cyrano', 'Murphy', 'Boots', 'Simon', 'Limberg', 'Sprocket', 'Curly']"
worker's jacket (Navy blue),Navy blue,False,800,200,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,fashion items,tops,False,False,https://acnhcdn.com/latest/FtrIcon/TopsTexTopYshirtsLFactory2.png,"['Cyrano', 'Murphy', 'Boots', 'Simon', 'Limberg', 'Sprocket', 'Curly']"
