,Name,Variation,DIY,Buy,Sell,Source,Source Notes,Catalog,Tab,Tag,Customize,Cyrus,Image,HHP Source
6474,water shoes (Pink),['Pink'],No,900,225,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,shoes,False,False,['https://acnhcdn.com/latest/FtrIcon/ShoesLowcutMarine0.png'],"['Angus', 'Del']"
6475,water shoes (Orange),['Orange'],No,900,225,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,shoes,False,False,['https://acnhcdn.com/latest/FtrIcon/ShoesLowcutMarine2.png'],"['Angus', 'Del']"
6476,water shoes (Yellow),['Yellow'],No,900,225,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,shoes,False,False,['https://acnhcdn.com/latest/FtrIcon/ShoesLowcutMarine5.png'],"['Angus', 'Del']"
6477,water shoes (Green),['Green'],No,900,225,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,shoes,False,False,['https://acnhcdn.com/latest/FtrIcon/ShoesLowcutMarine3.png'],"['Angus', 'Del']"
6478,water shoes (Light blue),['Light blue'],No,900,225,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,shoes,False,False,['https://acnhcdn.com/latest/FtrIcon/ShoesLowcutMarine1.png'],"['Angus', 'Del']"
6479,water shoes (Navy blue),['Navy blue'],No,900,225,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,shoes,False,False,['https://acnhcdn.com/latest/FtrIcon/ShoesLowcutMarine4.png'],"['Angus', 'Del']"
6480,water-egg shoes,,Yes,NFS,800,Crafting,,Not for sale,clothing,shoes,False,False,https://acnhcdn.com/latest/FtrIcon/ShoesLowcutEggfish0.png,
6481,wedding pumps,,No,NFS,750,Cyrus,,Not for sale,clothing,shoes,False,False,https://acnhcdn.com/latest/FtrIcon/ShoesLowcutJunepumps0.png,
6482,wedding shoes,,No,NFS,750,Cyrus,,Not for sale,clothing,shoes,False,False,https://acnhcdn.com/latest/FtrIcon/ShoesLowcutJuneshoes0.png,
6483,wingtip shoes (Greige),['Greige'],No,900,225,Able Sisters,Available from Able Sisters shop only,For sale,clothing,shoes,False,False,['https://acnhcdn.com/latest/FtrIcon/ShoesLowcutWing2.png'],"['Pudge', 'Maelle', 'Colton', 'Truffles']"
6484,wingtip shoes (Gray),['Gray'],No,900,225,Able Sisters,Available from Able Sisters shop only,For sale,clothing,shoes,False,False,['https://acnhcdn.com/latest/FtrIcon/ShoesLowcutWing4.png'],"['Pudge', 'Maelle', 'Colton', 'Truffles']"
6485,wingtip shoes (Black & white),['Black & white'],No,900,225,Able Sisters,Available from Able Sisters shop only,For sale,clothing,shoes,False,False,['https://acnhcdn.com/latest/FtrIcon/ShoesLowcutWing0.png'],"['Pudge', 'Maelle', 'Colton', 'Truffles']"
6486,wingtip shoes (Black),['Black'],No,900,225,Able Sisters,Available from Able Sisters shop only,For sale,clothing,shoes,False,False,['https://acnhcdn.com/latest/FtrIcon/ShoesLowcutWing6.png'],"['Moe', 'Pudge', 'Maelle', 'Colton', 'Truffles']"
6487,wingtip shoes (Berry red),['Berry red'],No,900,225,Able Sisters,Available from Able Sisters shop only,For sale,clothing,shoes,False,False,['https://acnhcdn.com/latest/FtrIcon/ShoesLowcutWing5.png'],"['Pudge', 'Maelle', 'Colton', 'Truffles']"
6488,wingtip shoes (Green),['Green'],No,900,225,Able Sisters,Available from Able Sisters shop only,For sale,clothing,shoes,False,False,['https://acnhcdn.com/latest/FtrIcon/ShoesLowcutWing3.png'],"['Pudge', 'Maelle', 'Colton', 'Truffles']"
6489,wingtip shoes (Brown),['Brown'],No,900,225,Able Sisters,Available from Able Sisters shop only,For sale,clothing,shoes,False,False,['https://acnhcdn.com/latest/FtrIcon/ShoesLowcutWing1.png'],"['Pudge', 'Maelle', 'Colton', 'Truffles']"
6490,winklepickers (White),['White'],No,910,227,Able Sisters,Available from Able Sisters shop only,For sale,clothing,shoes,False,False,['https://acnhcdn.com/latest/FtrIcon/ShoesLowcutPointedtoe1.png'],"['Colton', 'Eugene']"
6491,winklepickers (Black),['Black'],No,910,227,Able Sisters,Available from Able Sisters shop only,For sale,clothing,shoes,False,False,['https://acnhcdn.com/latest/FtrIcon/ShoesLowcutPointedtoe2.png'],"['Colton', 'Eugene']"
6492,winklepickers (Red),['Red'],No,910,227,Able Sisters,Available from Able Sisters shop only,For sale,clothing,shoes,False,False,['https://acnhcdn.com/latest/FtrIcon/ShoesLowcutPointedtoe0.png'],"['Colton', 'Eugene']"
6493,winklepickers (Blue),['Blue'],No,910,227,Able Sisters,Available from Able Sisters shop only,For sale,clothing,shoes,False,False,['https://acnhcdn.com/latest/FtrIcon/ShoesLowcutPointedtoe3.png'],"['Colton', 'Eugene']"
6494,wood-egg shoes,,Yes,NFS,800,Crafting,,Not for sale,clothing,shoes,False,False,https://acnhcdn.com/latest/FtrIcon/ShoesLowcutEggforest0.png,
6495,wooden clogs (Red),Red,No,1300,325,Kicks; Kicks' Co-op,,For sale,clothing,shoes,False,False,https://acnhcdn.com/latest/FtrIcon/ShoesLowcutClog2.png,"['Stu', 'Bob', 'Monique']"
6496,wooden clogs (Yellow),Yellow,No,1300,325,Kicks; Kicks' Co-op,,For sale,clothing,shoes,False,False,https://acnhcdn.com/latest/FtrIcon/ShoesLowcutClog0.png,"['Stu', 'Bob', 'Monique', 'Tipper']"
6497,wooden clogs (Green),Green,No,1300,325,Kicks; Kicks' Co-op,,For sale,clothing,shoes,False,False,https://acnhcdn.com/latest/FtrIcon/ShoesLowcutClog3.png,"['Stu', 'Bob', 'Monique']"
6498,wooden clogs (Blue),Blue,No,1300,325,Kicks; Kicks' Co-op,,For sale,clothing,shoes,False,False,https://acnhcdn.com/latest/FtrIcon/ShoesLowcutClog1.png,"['Stu', 'Bob', 'Monique']"
6499,wooden clogs (Brown),Brown,No,1300,325,Kicks; Kicks' Co-op,,For sale,clothing,shoes,False,False,https://acnhcdn.com/latest/FtrIcon/ShoesLowcutClog4.png,"['Stu', 'Bob', 'Monique']"
6500,work boots (White),['White'],No,1920,480,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,shoes,False,False,['https://acnhcdn.com/latest/FtrIcon/ShoesHighcutWorkboots4.png'],"['Cyrano', 'Cesar', 'Phoebe']"
6501,work boots (Gray),['Gray'],No,1920,480,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,shoes,False,False,['https://acnhcdn.com/latest/FtrIcon/ShoesHighcutWorkboots7.png'],"['Cyrano', 'Cesar', 'Phoebe']"
6502,work boots (Red),['Red'],No,1920,480,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,shoes,False,False,['https://acnhcdn.com/latest/FtrIcon/ShoesHighcutWorkboots0.png'],"['Cyrano', 'Cesar', 'Phoebe']"
6503,work boots (Pink),['Pink'],No,1920,480,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,shoes,False,False,['https://acnhcdn.com/latest/FtrIcon/ShoesHighcutWorkboots2.png'],"['Cyrano', 'Cesar', 'Phoebe']"
6504,work boots (Yellow),['Yellow'],No,1920,480,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,shoes,False,False,['https://acnhcdn.com/latest/FtrIcon/ShoesHighcutWorkboots3.png'],"['Cyrano', 'Cesar', 'Phoebe']"
6505,work boots (Green),['Green'],No,1920,480,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,shoes,False,False,['https://acnhcdn.com/latest/FtrIcon/ShoesHighcutWorkboots6.png'],"['Cyrano', 'Cesar', 'Phoebe']"
6506,work boots (Blue),['Blue'],No,1920,480,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,shoes,False,False,['https://acnhcdn.com/latest/FtrIcon/ShoesHighcutWorkboots5.png'],"['Cyrano', 'Cesar', 'Phoebe']"
6507,work boots (Purple),['Purple'],No,1920,480,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,shoes,False,False,['https://acnhcdn.com/latest/FtrIcon/ShoesHighcutWorkboots1.png'],"['Cyrano', 'Cesar', 'Phoebe']"
6508,wrestling shoes (Black),Black,No,1080,270,Kicks; Kicks' Co-op,,For sale,clothing,shoes,False,False,https://acnhcdn.com/latest/FtrIcon/ShoesKneeRing4.png,"['Lucha', 'Stinky', 'Tom']"
6509,wrestling shoes (Red),Red,No,1080,270,Kicks; Kicks' Co-op,,For sale,clothing,shoes,False,False,https://acnhcdn.com/latest/FtrIcon/ShoesKneeRing0.png,"['Lucha', 'Stinky', 'Tom']"
6510,wrestling shoes (Pink),Pink,No,1080,270,Kicks; Kicks' Co-op,,For sale,clothing,shoes,False,False,https://acnhcdn.com/latest/FtrIcon/ShoesKneeRing3.png,"['Lucha', 'Stinky', 'Tom']"
6511,wrestling shoes (Yellow),Yellow,No,1080,270,Kicks; Kicks' Co-op,,For sale,clothing,shoes,False,False,https://acnhcdn.com/latest/FtrIcon/ShoesKneeRing5.png,"['Lucha', 'Stinky', 'Tom']"
6512,wrestling shoes (Green),Green,No,1080,270,Kicks; Kicks' Co-op,,For sale,clothing,shoes,False,False,https://acnhcdn.com/latest/FtrIcon/ShoesKneeRing2.png,"['Lucha', 'Stinky', 'Tom']"
6513,wrestling shoes (Blue),Blue,No,1080,270,Kicks; Kicks' Co-op,,For sale,clothing,shoes,False,False,https://acnhcdn.com/latest/FtrIcon/ShoesKneeRing1.png,"['Lucha', 'Stinky', 'Tom']"
6514,zap boots,,No,2640,660,Kicks; Kicks' Co-op,,For sale,clothing,shoes,False,False,https://acnhcdn.com/latest/FtrIcon/ShoesKneeHeroWhite.png,"['Kid Cat', 'Big Top', 'Rocket', 'Agent S']"
6515,zori (Aqua),['Aqua'],No,4300,1075,Able Sisters,Available from Able Sisters shop only,For sale,clothing,shoes,False,False,['https://acnhcdn.com/latest/FtrIcon/ShoesSandalZori6.png'],"['Ken', 'Shino', 'Bill', 'Joey', 'Mallary', 'Diva', 'Walt', 'Flip', 'Greta', 'Gladys', 'Blanche']"
6516,zori (White),['White'],No,4300,1075,Able Sisters,Available from Able Sisters shop only,For sale,clothing,shoes,False,False,['https://acnhcdn.com/latest/FtrIcon/ShoesSandalZori5.png'],"['Ken', 'Shino', 'Bill', 'Joey', 'Mallary', 'Diva', 'Walt', 'Flip', 'Greta', 'Gladys', 'Blanche']"
6517,zori (Black),['Black'],No,4300,1075,Able Sisters,Available from Able Sisters shop only,For sale,clothing,shoes,False,False,['https://acnhcdn.com/latest/FtrIcon/ShoesSandalZori0.png'],"['Ken', 'Shino', 'Bill', 'Joey', 'Mallary', 'Diva', 'Walt', 'Flip', 'Greta', 'Gladys', 'Blanche']"
6518,zori (Pink),['Pink'],No,4300,1075,Able Sisters,Available from Able Sisters shop only,For sale,clothing,shoes,False,False,['https://acnhcdn.com/latest/FtrIcon/ShoesSandalZori2.png'],"['Ken', 'Shino', 'Bill', 'Joey', 'Mallary', 'Diva', 'Walt', 'Flip', 'Greta', 'Gladys', 'Blanche']"
6519,zori (Light pink),['Light pink'],No,4300,1075,Able Sisters,Available from Able Sisters shop only,For sale,clothing,shoes,False,False,['https://acnhcdn.com/latest/FtrIcon/ShoesSandalZori3.png'],"['Ken', 'Shino', 'Bill', 'Joey', 'Mallary', 'Diva', 'Walt', 'Flip', 'Greta', 'Gladys', 'Blanche']"
6520,zori (Red),['Red'],No,4300,1075,Able Sisters,Available from Able Sisters shop only,For sale,clothing,shoes,False,False,['https://acnhcdn.com/latest/FtrIcon/ShoesSandalZori7.png'],"['Ken', 'Shino', 'Bill', 'Joey', 'Mallary', 'Diva', 'Walt', 'Flip', 'Greta', 'Gladys', 'Blanche']"
6521,zori (Gold),['Gold'],No,4300,1075,Able Sisters,Available from Able Sisters shop only,For sale,clothing,shoes,False,False,['https://acnhcdn.com/latest/FtrIcon/ShoesSandalZori1.png'],"['Ken', 'Shino', 'Bill', 'Joey', 'Mallary', 'Diva', 'Walt', 'Flip', 'Greta', 'Gladys', 'Blanche']"
6522,zori (Green),['Green'],No,4300,1075,Able Sisters,Available from Able Sisters shop only,For sale,clothing,shoes,False,False,['https://acnhcdn.com/latest/FtrIcon/ShoesSandalZori4.png'],"['Ken', 'Shino', 'Bill', 'Joey', 'Mallary', 'Diva', 'Walt', 'Flip', 'Greta', 'Gladys', 'Blanche']"
6523,aerobics leggings (Red & pink),Red & pink,No,700,175,Kicks; Kicks' Co-op,,For sale,clothing,socks,False,False,https://acnhcdn.com/latest/FtrIcon/SocksTexAerobics0.png,['Pierce']
6524,aerobics leggings (Light blue & salmon pink),Light blue & salmon pink,No,700,175,Kicks; Kicks' Co-op,,For sale,clothing,socks,False,False,https://acnhcdn.com/latest/FtrIcon/SocksTexAerobics3.png,['Pierce']
6525,aerobics leggings (Purple & orange),Purple & orange,No,700,175,Kicks; Kicks' Co-op,,For sale,clothing,socks,False,False,https://acnhcdn.com/latest/FtrIcon/SocksTexAerobics2.png,['Pierce']
6526,aerobics leggings (Emerald & lime),Emerald & lime,No,700,175,Kicks; Kicks' Co-op,,For sale,clothing,socks,False,False,https://acnhcdn.com/latest/FtrIcon/SocksTexAerobics1.png,['Pierce']
6527,aerobics leggings (Yellow & blue),Yellow & blue,No,700,175,Kicks; Kicks' Co-op,,For sale,clothing,socks,False,False,https://acnhcdn.com/latest/FtrIcon/SocksTexAerobics4.png,['Pierce']
6528,Aran-knit socks (White),['White'],No,720,180,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,socks,False,False,['https://acnhcdn.com/latest/FtrIcon/SocksTexAlan1.png'],
6529,Aran-knit socks (Black),['Black'],No,720,180,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,socks,False,False,['https://acnhcdn.com/latest/FtrIcon/SocksTexAlan5.png'],
6530,Aran-knit socks (Red),['Red'],No,720,180,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,socks,False,False,['https://acnhcdn.com/latest/FtrIcon/SocksTexAlan2.png'],
6531,Aran-knit socks (Green),['Green'],No,720,180,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,socks,False,False,['https://acnhcdn.com/latest/FtrIcon/SocksTexAlan3.png'],
6532,Aran-knit socks (Blue),['Blue'],No,720,180,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,socks,False,False,['https://acnhcdn.com/latest/FtrIcon/SocksTexAlan4.png'],
6533,Aran-knit socks (Beige),['Beige'],No,720,180,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,socks,False,False,['https://acnhcdn.com/latest/FtrIcon/SocksTexAlan0.png'],
6534,argyle crew socks (White),['White'],No,720,180,Able Sisters,Available from Able Sisters shop only,For sale,clothing,socks,False,False,['https://acnhcdn.com/latest/FtrIcon/SocksTexArgyle5.png'],"['Raymond', 'Elmer', 'Julia']"
6535,argyle crew socks (Gray),['Gray'],No,720,180,Able Sisters,Available from Able Sisters shop only,For sale,clothing,socks,False,False,['https://acnhcdn.com/latest/FtrIcon/SocksTexArgyle4.png'],"['Raymond', 'Elmer', 'Julia']"
6536,argyle crew socks (Red),['Red'],No,720,180,Able Sisters,Available from Able Sisters shop only,For sale,clothing,socks,False,False,['https://acnhcdn.com/latest/FtrIcon/SocksTexArgyle1.png'],"['Raymond', 'Elmer', 'Julia']"
6537,argyle crew socks (Pink),['Pink'],No,720,180,Able Sisters,Available from Able Sisters shop only,For sale,clothing,socks,False,False,['https://acnhcdn.com/latest/FtrIcon/SocksTexArgyle7.png'],"['Raymond', 'Elmer', 'Julia']"
6538,argyle crew socks (Orange),['Orange'],No,720,180,Able Sisters,Available from Able Sisters shop only,For sale,clothing,socks,False,False,['https://acnhcdn.com/latest/FtrIcon/SocksTexArgyle6.png'],"['Raymond', 'Elmer', 'Julia']"
6539,argyle crew socks (Green),['Green'],No,720,180,Able Sisters,Available from Able Sisters shop only,For sale,clothing,socks,False,False,['https://acnhcdn.com/latest/FtrIcon/SocksTexArgyle2.png'],"['Raymond', 'Elmer', 'Julia']"
6540,argyle crew socks (Blue),['Blue'],No,720,180,Able Sisters,Available from Able Sisters shop only,For sale,clothing,socks,False,False,['https://acnhcdn.com/latest/FtrIcon/SocksTexArgyle0.png'],"['Raymond', 'Elmer', 'Julia']"
6541,argyle crew socks (Beige),['Beige'],No,720,180,Able Sisters,Available from Able Sisters shop only,For sale,clothing,socks,False,False,['https://acnhcdn.com/latest/FtrIcon/SocksTexArgyle3.png'],"['Raymond', 'Elmer', 'Julia']"
6542,back-bow socks (White),White,No,600,150,Kicks; Kicks' Co-op,,For sale,clothing,socks,False,False,https://acnhcdn.com/latest/FtrIcon/SocksTexRibbon3.png,['Elmer']
6543,back-bow socks (Black),Black,No,600,150,Kicks; Kicks' Co-op,,For sale,clothing,socks,False,False,https://acnhcdn.com/latest/FtrIcon/SocksTexRibbon2.png,['Elmer']
6544,back-bow socks (Pink),Pink,No,600,150,Kicks; Kicks' Co-op,,For sale,clothing,socks,False,False,https://acnhcdn.com/latest/FtrIcon/SocksTexRibbon0.png,['Elmer']
6545,back-bow socks (Yellow),Yellow,No,600,150,Kicks; Kicks' Co-op,,For sale,clothing,socks,False,False,https://acnhcdn.com/latest/FtrIcon/SocksTexRibbon1.png,['Elmer']
6546,back-bow socks (Peacock blue),Peacock blue,No,600,150,Kicks; Kicks' Co-op,,For sale,clothing,socks,False,False,https://acnhcdn.com/latest/FtrIcon/SocksTexRibbon5.png,['Elmer']
6547,back-bow socks (Blue),Blue,No,600,150,Kicks; Kicks' Co-op,,For sale,clothing,socks,False,False,https://acnhcdn.com/latest/FtrIcon/SocksTexRibbon4.png,['Elmer']
6548,bobby socks (White),['White'],No,480,120,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,socks,False,False,['https://acnhcdn.com/latest/FtrIcon/SocksTexFolded0.png'],['Deena']
6549,bobby socks (Gray),['Gray'],No,480,120,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,socks,False,False,['https://acnhcdn.com/latest/FtrIcon/SocksTexFolded1.png'],['Deena']
6550,bobby socks (Black),['Black'],No,480,120,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,socks,False,False,['https://acnhcdn.com/latest/FtrIcon/SocksTexFolded2.png'],['Deena']
6551,bobby socks (Brown),['Brown'],No,480,120,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,socks,False,False,['https://acnhcdn.com/latest/FtrIcon/SocksTexFolded3.png'],['Deena']
6552,color-blocked socks (White),White,No,840,210,Kicks; Kicks' Co-op,,For sale,clothing,socks,False,False,https://acnhcdn.com/latest/FtrIcon/SocksTexMultiblock5.png,"['Daisy', 'Bunnie']"
6553,color-blocked socks (Pink),Pink,No,840,210,Kicks; Kicks' Co-op,,For sale,clothing,socks,False,False,https://acnhcdn.com/latest/FtrIcon/SocksTexMultiblock7.png,"['Daisy', 'Bunnie']"
6554,color-blocked socks (Lime),Lime,No,840,210,Kicks; Kicks' Co-op,,For sale,clothing,socks,False,False,https://acnhcdn.com/latest/FtrIcon/SocksTexMultiblock6.png,"['Daisy', 'Bunnie']"
6555,color-blocked socks (Green),Green,No,840,210,Kicks; Kicks' Co-op,,For sale,clothing,socks,False,False,https://acnhcdn.com/latest/FtrIcon/SocksTexMultiblock1.png,"['Daisy', 'Bunnie']"
6556,color-blocked socks (Blue),Blue,No,840,210,Kicks; Kicks' Co-op,,For sale,clothing,socks,False,False,https://acnhcdn.com/latest/FtrIcon/SocksTexMultiblock3.png,"['Daisy', 'Bunnie']"
6557,color-blocked socks (Purple),Purple,No,840,210,Kicks; Kicks' Co-op,,For sale,clothing,socks,False,False,https://acnhcdn.com/latest/FtrIcon/SocksTexMultiblock0.png,"['Daisy', 'Bunnie']"
6558,color-blocked socks (Brown),Brown,No,840,210,Kicks; Kicks' Co-op,,For sale,clothing,socks,False,False,https://acnhcdn.com/latest/FtrIcon/SocksTexMultiblock2.png,"['Daisy', 'Bunnie']"
6559,color-blocked socks (Beige),Beige,No,840,210,Kicks; Kicks' Co-op,,For sale,clothing,socks,False,False,https://acnhcdn.com/latest/FtrIcon/SocksTexMultiblock4.png,"['Daisy', 'Bunnie']"
6560,compression tights (Red),Red,No,600,150,Kicks; Kicks' Co-op,,For sale,clothing,socks,False,False,https://acnhcdn.com/latest/FtrIcon/SocksTexCompression4.png,"['Ace', 'Apollo']"
6561,compression tights (Pink),Pink,No,600,150,Kicks; Kicks' Co-op,,For sale,clothing,socks,False,False,https://acnhcdn.com/latest/FtrIcon/SocksTexCompression2.png,"['Ace', 'Apollo']"
6562,compression tights (Yellow),Yellow,No,600,150,Kicks; Kicks' Co-op,,For sale,clothing,socks,False,False,https://acnhcdn.com/latest/FtrIcon/SocksTexCompression1.png,"['Ace', 'Apollo']"
6563,compression tights (Mint),Mint,No,600,150,Kicks; Kicks' Co-op,,For sale,clothing,socks,False,False,https://acnhcdn.com/latest/FtrIcon/SocksTexCompression3.png,"['Ace', 'Apollo']"
6564,compression tights (Blue),Blue,No,600,150,Kicks; Kicks' Co-op,,For sale,clothing,socks,False,False,https://acnhcdn.com/latest/FtrIcon/SocksTexCompression0.png,"['Ace', 'Apollo']"
6565,country socks (Black ribbons),['Black ribbons'],No,720,180,Able Sisters,Available from Able Sisters shop only,For sale,clothing,socks,False,False,['https://acnhcdn.com/latest/FtrIcon/SocksTexCountry3.png'],"['Becky', 'Deirdre', 'Caroline']"
6566,country socks (Red ribbons),['Red ribbons'],No,720,180,Able Sisters,Available from Able Sisters shop only,For sale,clothing,socks,False,False,['https://acnhcdn.com/latest/FtrIcon/SocksTexCountry0.png'],"['Becky', 'Deirdre', 'Caroline']"
6567,country socks (Green ribbons),['Green ribbons'],No,720,180,Able Sisters,Available from Able Sisters shop only,For sale,clothing,socks,False,False,['https://acnhcdn.com/latest/FtrIcon/SocksTexCountry1.png'],"['Becky', 'Deirdre', 'Caroline']"
6568,country socks (Blue ribbons),['Blue ribbons'],No,720,180,Able Sisters,Available from Able Sisters shop only,For sale,clothing,socks,False,False,['https://acnhcdn.com/latest/FtrIcon/SocksTexCountry2.png'],"['Becky', 'Deirdre', 'Caroline']"
6569,crocheted socks (Gray),['Gray'],No,600,150,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,socks,False,False,['https://acnhcdn.com/latest/FtrIcon/SocksTexCrocheting1.png'],"['Elmer', 'Candi']"
6570,crocheted socks (Purple),['Purple'],No,600,150,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,socks,False,False,['https://acnhcdn.com/latest/FtrIcon/SocksTexCrocheting2.png'],"['Elmer', 'Candi']"
6571,crocheted socks (Blue),['Blue'],No,600,150,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,socks,False,False,['https://acnhcdn.com/latest/FtrIcon/SocksTexCrocheting3.png'],"['Elmer', 'Candi']"
6572,crocheted socks (Beige),['Beige'],No,600,150,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,socks,False,False,['https://acnhcdn.com/latest/FtrIcon/SocksTexCrocheting0.png'],"['Elmer', 'Candi']"
6573,denim leggings (Indigo blue),['Indigo blue'],No,540,135,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,socks,False,False,['https://acnhcdn.com/latest/FtrIcon/SocksTexDenimleggings1.png'],
6574,denim leggings (Light blue),['Light blue'],No,540,135,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,socks,False,False,['https://acnhcdn.com/latest/FtrIcon/SocksTexDenimleggings3.png'],
6575,denim leggings (Saxon blue),['Saxon blue'],No,540,135,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,socks,False,False,['https://acnhcdn.com/latest/FtrIcon/SocksTexDenimleggings2.png'],
6576,denim leggings (Blue),['Blue'],No,540,135,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,socks,False,False,['https://acnhcdn.com/latest/FtrIcon/SocksTexDenimleggings0.png'],
6577,dotted knee-high socks (Gray),['Gray'],No,720,180,Able Sisters,Available from Able Sisters shop only,For sale,clothing,socks,False,False,['https://acnhcdn.com/latest/FtrIcon/SocksTexDotknee3.png'],
6578,dotted knee-high socks (Black),['Black'],No,720,180,Able Sisters,Available from Able Sisters shop only,For sale,clothing,socks,False,False,['https://acnhcdn.com/latest/FtrIcon/SocksTexDotknee0.png'],
6579,dotted knee-high socks (Yellow),['Yellow'],No,720,180,Able Sisters,Available from Able Sisters shop only,For sale,clothing,socks,False,False,['https://acnhcdn.com/latest/FtrIcon/SocksTexDotknee1.png'],
6580,dotted knee-high socks (Cyan),['Cyan'],No,720,180,Able Sisters,Available from Able Sisters shop only,For sale,clothing,socks,False,False,['https://acnhcdn.com/latest/FtrIcon/SocksTexDotknee2.png'],
6581,embroidered-flower tights (Black),['Black'],No,1000,250,Able Sisters,Available from Able Sisters shop only,For sale,clothing,socks,False,False,['https://acnhcdn.com/latest/FtrIcon/SocksTexEmbroidery1.png'],"['Beardo', 'Bob', 'Eloise', 'Tia', 'Shari']"
6582,embroidered-flower tights (Green),['Green'],No,1000,250,Able Sisters,Available from Able Sisters shop only,For sale,clothing,socks,False,False,['https://acnhcdn.com/latest/FtrIcon/SocksTexEmbroidery2.png'],"['Beardo', 'Bob', 'Eloise', 'Tia', 'Shari']"
6583,embroidered-flower tights (Blue),['Blue'],No,1000,250,Able Sisters,Available from Able Sisters shop only,For sale,clothing,socks,False,False,['https://acnhcdn.com/latest/FtrIcon/SocksTexEmbroidery4.png'],"['Beardo', 'Bob', 'Eloise', 'Tia', 'Shari']"
6584,embroidered-flower tights (Purple),['Purple'],No,1000,250,Able Sisters,Available from Able Sisters shop only,For sale,clothing,socks,False,False,['https://acnhcdn.com/latest/FtrIcon/SocksTexEmbroidery5.png'],"['Beardo', 'Bob', 'Eloise', 'Tia', 'Shari']"
6585,embroidered-flower tights (Brown),['Brown'],No,1000,250,Able Sisters,Available from Able Sisters shop only,For sale,clothing,socks,False,False,['https://acnhcdn.com/latest/FtrIcon/SocksTexEmbroidery0.png'],"['Beardo', 'Bob', 'Eloise', 'Tia', 'Shari']"
6586,embroidered-flower tights (Beige),['Beige'],No,1000,250,Able Sisters,Available from Able Sisters shop only,For sale,clothing,socks,False,False,['https://acnhcdn.com/latest/FtrIcon/SocksTexEmbroidery3.png'],"['Beardo', 'Bob', 'Eloise', 'Tia', 'Shari']"
6587,everyday socks (White),['White'],No,600,150,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,socks,False,False,['https://acnhcdn.com/latest/FtrIcon/SocksTexDailysocks5.png'],['Marlo']
6588,everyday socks (Gray),['Gray'],No,600,150,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,socks,False,False,['https://acnhcdn.com/latest/FtrIcon/SocksTexDailysocks3.png'],['Marlo']
6589,everyday socks (Black),['Black'],No,600,150,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,socks,False,False,['https://acnhcdn.com/latest/FtrIcon/SocksTexDailysocks1.png'],['Marlo']
6590,everyday socks (Navy blue),['Navy blue'],No,600,150,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,For sale,clothing,socks,False,False,['https://acnhcdn.com/latest/FtrIcon/SocksTexDailysocks2.png'],['Marlo']
